Date (MM/DD/YYYY),Time (HH:MM),NaN,NaN,GHI (W/m^2),NaN,NaN,DNI (W/m^2),NaN,NaN,DHI (W/m^2),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,TotCld (tenths),NaN,NaN,NaN,NaN,NaN,Dry-bulb (C),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Pressure (mbar),NaN,NaN,NaN,NaN,NaN,Wspd (m/s),NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
01/01/2024,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6825,0,0,0,0,0,3.031,0,0,0,0,0,0,0,0,1013.93,0,0,0,0,0,3.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.275,0,0,0,0,0,2.989,0,0,0,0,0,0,0,0,1013.98,0,0,0,0,0,3.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46625,0,0,0,0,0,2.907,0,0,0,0,0,0,0,0,1013.85,0,0,0,0,0,3.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.405,0,0,0,0,0,2.859,0,0,0,0,0,0,0,0,1013.79,0,0,0,0,0,3.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7175,0,0,0,0,0,2.773,0,0,0,0,0,0,0,0,1013.69,0,0,0,0,0,3.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0925,0,0,0,0,0,2.659,0,0,0,0,0,0,0,0,1013.71,0,0,0,0,0,3.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.60375,0,0,0,0,0,2.634,0,0,0,0,0,0,0,0,1013.9,0,0,0,0,0,3.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,08:00,0,0,0.557,0,0,0,0,0,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.93875,0,0,0,0,0,2.502,0,0,0,0,0,0,0,0,1014.21,0,0,0,0,0,3.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,09:00,0,0,17.668,0,0,1.722,0,0,15.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49125,0,0,0,0,0,2.703,0,0,0,0,0,0,0,0,1014.54,0,0,0,0,0,3.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,10:00,0,0,59.196,0,0,15.036,0,0,44.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.645,0,0,0,0,0,3.212,0,0,0,0,0,0,0,0,1014.68,0,0,0,0,0,3.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,11:00,0,0,83.574,0,0,22.362,0,0,61.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,3.625,0,0,0,0,0,0,0,0,1014.51,0,0,0,0,0,3.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,12:00,0,0,102.832,0,0,27.767,0,0,75.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.565,0,0,0,0,0,4.095,0,0,0,0,0,0,0,0,1014.24,0,0,0,0,0,3.898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,13:00,0,0,94.15,0,0,24.453,0,0,69.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.21375,0,0,0,0,0,4.361,0,0,0,0,0,0,0,0,1013.98,0,0,0,0,0,3.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,14:00,0,0,69.005,0,0,15.455,0,0,53.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.28875,0,0,0,0,0,4.28,0,0,0,0,0,0,0,0,1013.78,0,0,0,0,0,3.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,15:00,0,0,33.48,0,0,4.34,0,0,29.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80375,0,0,0,0,0,4.006,0,0,0,0,0,0,0,0,1013.78,0,0,0,0,0,3.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,16:00,0,0,4.025,0,0,0.067,0,0,3.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.37125,0,0,0,0,0,3.548,0,0,0,0,0,0,0,0,1013.73,0,0,0,0,0,3.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5425,0,0,0,0,0,3.337,0,0,0,0,0,0,0,0,1013.6,0,0,0,0,0,3.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,3.377,0,0,0,0,0,0,0,0,1013.45,0,0,0,0,0,3.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14,0,0,0,0,0,3.335,0,0,0,0,0,0,0,0,1013.34,0,0,0,0,0,3.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,0,3.223,0,0,0,0,0,0,0,0,1013.12,0,0,0,0,0,3.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43625,0,0,0,0,0,3.168,0,0,0,0,0,0,0,0,1012.91,0,0,0,0,0,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.355,0,0,0,0,0,3.108,0,0,0,0,0,0,0,0,1012.77,0,0,0,0,0,3.908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57125,0,0,0,0,0,3.036,0,0,0,0,0,0,0,0,1012.66,0,0,0,0,0,3.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/01/2024,24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25875,0,0,0,0,0,2.885,0,0,0,0,0,0,0,0,1012.49,0,0,0,0,0,4.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12625,0,0,0,0,0,2.766,0,0,0,0,0,0,0,0,1012.33,0,0,0,0,0,4.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57875,0,0,0,0,0,2.758,0,0,0,0,0,0,0,0,1012.32,0,0,0,0,0,4.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.49625,0,0,0,0,0,2.743,0,0,0,0,0,0,0,0,1012.14,0,0,0,0,0,4.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,1011.94,0,0,0,0,0,4.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8125,0,0,0,0,0,2.908,0,0,0,0,0,0,0,0,1011.79,0,0,0,0,0,4.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.255,0,0,0,0,0,2.885,0,0,0,0,0,0,0,0,1011.83,0,0,0,0,0,4.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0125,0,0,0,0,0,3.006,0,0,0,0,0,0,0,0,1011.99,0,0,0,0,0,4.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,08:00,0,0,0.526,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5375,0,0,0,0,0,3.214,0,0,0,0,0,0,0,0,1012.39,0,0,0,0,0,3.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,09:00,0,0,18.804,0,0,2.517,0,0,16.287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46,0,0,0,0,0,3.468,0,0,0,0,0,0,0,0,1012.77,0,0,0,0,0,4.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,10:00,0,0,63.898,0,0,16.156,0,0,47.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.26,0,0,0,0,0,4.006,0,0,0,0,0,0,0,0,1013.08,0,0,0,0,0,4.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,11:00,0,0,99.726,0,0,28.652,0,0,71.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5525,0,0,0,0,0,4.49,0,0,0,0,0,0,0,0,1013.05,0,0,0,0,0,4.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,12:00,0,0,108.206,0,0,34.484,0,0,73.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.97625,0,0,0,0,0,4.817,0,0,0,0,0,0,0,0,1012.98,0,0,0,0,0,4.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,13:00,0,0,98.54,0,0,32.4,0,0,66.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79125,0,0,0,0,0,4.929,0,0,0,0,0,0,0,0,1012.89,0,0,0,0,0,4.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,14:00,0,0,82.146,0,0,29.254,0,0,52.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9325,0,0,0,0,0,4.976,0,0,0,0,0,0,0,0,1013.03,0,0,0,0,0,4.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,15:00,0,0,33.963,0,0,5.061,0,0,28.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.56625,0,0,0,0,0,4.514,0,0,0,0,0,0,0,0,1013.31,0,0,0,0,0,4.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,16:00,0,0,4.245,0,0,0.092,0,0,4.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3075,0,0,0,0,0,3.956,0,0,0,0,0,0,0,0,1013.58,0,0,0,0,0,3.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0375,0,0,0,0,0,3.68,0,0,0,0,0,0,0,0,1013.78,0,0,0,0,0,3.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.00125,0,0,0,0,0,3.434,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,3.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.645,0,0,0,0,0,3.404,0,0,0,0,0,0,0,0,1014.23,0,0,0,0,0,3.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43625,0,0,0,0,0,3.218,0,0,0,0,0,0,0,0,1014.4,0,0,0,0,0,3.913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16125,0,0,0,0,0,3.087,0,0,0,0,0,0,0,0,1014.52,0,0,0,0,0,4.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.675,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1014.67,0,0,0,0,0,4.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,2.869,0,0,0,0,0,0,0,0,1014.89,0,0,0,0,0,4.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/02/2024,24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.84875,0,0,0,0,0,2.859,0,0,0,0,0,0,0,0,1014.99,0,0,0,0,0,4.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,0,2.815,0,0,0,0,0,0,0,0,1015.04,0,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.79125,0,0,0,0,0,2.681,0,0,0,0,0,0,0,0,1015.18,0,0,0,0,0,4.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.78625,0,0,0,0,0,2.68,0,0,0,0,0,0,0,0,1015.33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,04:00,0,0,0.011,0,0,0,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.385,0,0,0,0,0,2.715,0,0,0,0,0,0,0,0,1015,0,0,0,0,0,4.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55625,0,0,0,0,0,2.657,0,0,0,0,0,0,0,0,1014.91,0,0,0,0,0,4.171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6225,0,0,0,0,0,2.673,0,0,0,0,0,0,0,0,1014.88,0,0,0,0,0,4.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,07:00,0,0,0.006,0,0,0,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.84,0,0,0,0,0,2.661,0,0,0,0,0,0,0,0,1014.9,0,0,0,0,0,4.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,08:00,0,0,0.423,0,0,0.002,0,0,0.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17375,0,0,0,0,0,2.489,0,0,0,0,0,0,0,0,1015.03,0,0,0,0,0,4.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,09:00,0,0,16.998,0,0,2.265,0,0,14.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02625,0,0,0,0,0,2.881,0,0,0,0,0,0,0,0,1015.1,0,0,0,0,0,4.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,10:00,0,0,50.114,0,0,12.092,0,0,38.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4975,0,0,0,0,0,3.391,0,0,0,0,0,0,0,0,1015.1,0,0,0,0,0,4.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,11:00,0,0,78.978,0,0,21.718,0,0,57.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.90625,0,0,0,0,0,3.938,0,0,0,0,0,0,0,0,1014.71,0,0,0,0,0,4.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,12:00,0,0,98.618,0,0,33.991,0,0,64.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8475,0,0,0,0,0,4.401,0,0,0,0,0,0,0,0,1014.2,0,0,0,0,0,4.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,13:00,0,0,97.697,0,0,36.411,0,0,61.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1925,0,0,0,0,0,4.612,0,0,0,0,0,0,0,0,1013.72,0,0,0,0,0,4.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,14:00,0,0,65.643,0,0,14.283,0,0,51.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33375,0,0,0,0,0,4.697,0,0,0,0,0,0,0,0,1013.38,0,0,0,0,0,4.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,15:00,0,0,31.976,0,0,5.806,0,0,26.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4825,0,0,0,0,0,4.505,0,0,0,0,0,0,0,0,1013.28,0,0,0,0,0,4.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,16:00,0,0,4.711,0,0,0.42,0,0,4.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14125,0,0,0,0,0,3.872,0,0,0,0,0,0,0,0,1013.36,0,0,0,0,0,4.496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3475,0,0,0,0,0,3.548,0,0,0,0,0,0,0,0,1013.39,0,0,0,0,0,4.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.46,0,0,0,0,0,3.305,0,0,0,0,0,0,0,0,1013.48,0,0,0,0,0,4.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.155,0,0,0,0,0,3.275,0,0,0,0,0,0,0,0,1013.45,0,0,0,0,0,4.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.05875,0,0,0,0,0,3.114,0,0,0,0,0,0,0,0,1013.59,0,0,0,0,0,4.434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.31875,0,0,0,0,0,3.11,0,0,0,0,0,0,0,0,1013.64,0,0,0,0,0,4.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06375,0,0,0,0,0,2.937,0,0,0,0,0,0,0,0,1013.57,0,0,0,0,0,4.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16125,0,0,0,0,0,2.998,0,0,0,0,0,0,0,0,1013.54,0,0,0,0,0,4.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2024,24:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5425,0,0,0,0,0,3.152,0,0,0,0,0,0,0,0,1013.43,0,0,0,0,0,4.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,01:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.17,0,0,0,0,0,2.954,0,0,0,0,0,0,0,0,1013.28,0,0,0,0,0,4.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,02:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.75,0,0,0,0,0,2.955,0,0,0,0,0,0,0,0,1013.26,0,0,0,0,0,4.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,03:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.965,0,0,0,0,0,3.096,0,0,0,0,0,0,0,0,1013.16,0,0,0,0,0,4.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,04:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.82625,0,0,0,0,0,2.989,0,0,0,0,0,0,0,0,1012.9,0,0,0,0,0,4.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,05:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.63875,0,0,0,0,0,2.86,0,0,0,0,0,0,0,0,1012.69,0,0,0,0,0,4.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,06:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.415,0,0,0,0,0,2.877,0,0,0,0,0,0,0,0,1012.62,0,0,0,0,0,4.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,07:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.855,0,0,0,0,0,2.727,0,0,0,0,0,0,0,0,1012.66,0,0,0,0,0,4.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,08:00,0,0,0.379,0,0,0,0,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.85375,0,0,0,0,0,2.785,0,0,0,0,0,0,0,0,1012.86,0,0,0,0,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,09:00,0,0,15.843,0,0,0.797,0,0,15.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58625,0,0,0,0,0,3.011,0,0,0,0,0,0,0,0,1012.98,0,0,0,0,0,4.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,10:00,0,0,51.92,0,0,10.652,0,0,41.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9375,0,0,0,0,0,3.487,0,0,0,0,0,0,0,0,1013.05,0,0,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,11:00,0,0,83.597,0,0,23.915,0,0,59.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.23,0,0,0,0,0,4.127,0,0,0,0,0,0,0,0,1012.83,0,0,0,0,0,4.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,12:00,0,0,90.548,0,0,26.704,0,0,63.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.93,0,0,0,0,0,4.511,0,0,0,0,0,0,0,0,1012.46,0,0,0,0,0,4.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,13:00,0,0,84.796,0,0,19.893,0,0,64.904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.795,0,0,0,0,0,4.643,0,0,0,0,0,0,0,0,1012.06,0,0,0,0,0,4.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,14:00,0,0,69.179,0,0,18.042,0,0,51.137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89125,0,0,0,0,0,4.692,0,0,0,0,0,0,0,0,1011.82,0,0,0,0,0,4.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,15:00,0,0,28.069,0,0,4.294,0,0,23.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.855,0,0,0,0,0,4.384,0,0,0,0,0,0,0,0,1011.79,0,0,0,0,0,4.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/2024,16:00,0,0,3.313,0,0,0.019,0,0,3.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.795,0,0,0,0,0,4.12,0,0,0,0,0,0,0,0,1011.82,0,0,0,0,0,4.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
