X,Y,Z,within,lon,lat,lon_wsta,lat_wsta,h_wsta,north_wsta,east_wsta,azimuth_pyproj,azimuth_back_pyproj,distance_pyproj,dif_z,elevation_pyproj,zenith_view_pyproj,azimuth_pyproj_360,azimuth_pyproj_class360,euclidean_distance,azimuth_bearing,azimuth_bearing_360,azimuth_bearing_class360,elevation_manual,zenith_view_manual,distance_comparison,azimuth_comparison,elevation_comparison,azimuth_class_comparison,azimuth_hor
214994.88475377267,497844.9239410729,6.749319076538086,False,6.270036839309509,52.4650582413699,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,12.490046470265328,-167.50118447925948,3475.850720282681,1.709319076538086,0.0281763426894043,89.9718236573106,12.490046470265328,12.0,3475.638972090453,12.45982350674797,12.45982350674797,12.0,0.0281780592913627,89.97182194070864,0.2117481922273327,0.0302229635173585,1.716601958363928e-06,0.0,-168.0
215045.1139706955,497819.8093326115,7.216703414916992,False,6.270771373594568,52.464827041007176,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,13.38886612079336,-166.60178248991284,3461.963703822312,2.176703414916992,0.0360246129543049,89.96397538704569,13.38886612079336,13.0,3461.752839395637,13.356622462208495,13.356622462208495,13.0,0.0360268073071969,89.9639731926928,0.2108644266750161,0.0322436585848642,2.19435289203207e-06,0.0,-167.0
215095.3431876184,497819.8093326115,7.4207420349121085,False,6.271510414428412,52.46482152894011,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,14.197245591733516,-165.79281709404052,3473.351809623748,2.3807420349121085,0.0392722813076299,89.96072771869237,14.197245591733516,14.0,3473.140312519268,14.163211610786414,14.163211610786414,14.0,0.0392746727949969,89.960725327205,0.2114971044807134,0.0340339809471021,2.3914873669844683e-06,0.0,-166.0
215120.4577960797,497819.8093326115,7.367351531982423,False,6.271879934761669,52.46481877115652,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,14.599410879756755,-165.3903588436338,3479.303851109573,2.3273515319824227,0.0383258853045709,89.96167411469543,14.599410879756755,15.0,3479.092024625408,14.564496199281251,14.564496199281251,15.0,0.0383282187970618,89.96167178120294,0.211826484165158,0.0349146804755022,2.3334924909163e-06,0.0,-165.0
215195.8016214639,497819.8093326115,6.430752754211426,False,6.272988495422297,52.46481049078329,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,15.797420672074717,-164.19147016449935,3498.181316166815,1.3907527542114255,0.0227787675258618,89.97722123247414,15.797420672074717,16.0,3497.9684524888985,15.759923813385134,15.759923813385134,16.0,0.0227801536938015,89.9772198463062,0.2128636779166299,0.0374968586895825,1.386167939720212e-06,0.0,-164.0
215246.0308383867,497794.69472415006,5.583775997161865,False,6.273723010021839,52.46457927197303,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,16.701750472408044,-163.2865580455536,3487.459638497448,0.5437759971618652,0.0089337433590562,89.99106625664095,16.701750472408044,17.0,3487.247486533566,16.662347392531466,16.662347392531466,17.0,0.0089342868568077,89.99106571314319,0.2121519638817517,0.0394030798765783,5.43497751460259e-07,0.0,-163.0
215296.2600553095,497769.58011568873,4.560492992401123,False,6.274457516915396,52.46434804859178,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,17.611429628285862,-162.3762965789799,3477.611986346592,-0.479507007598877,-0.0079001704951895,90.00790017049519,17.611429628285862,18.0,3477.400495433945,17.570148551756873,17.570148551756873,18.0,-0.0079006509731354,90.00790065097314,0.2114909126471502,0.041281076528989,4.804779458415093e-07,0.0,-162.0
215472.06231453933,497719.3508987659,3.7203855514526367,False,6.277035043938609,52.46387727033849,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,20.618067286590275,-159.3676154611703,3485.5246560787546,-1.319614448547363,-0.0216920958346687,90.02169209583467,20.618067286590275,21.0,3485.3128859030667,20.57088462548572,20.57088462548572,21.0,-0.0216934138622482,90.02169341386225,0.2117701756878887,0.0471826611045536,1.3180275795394991e-06,0.0,-159.0
212784.7992091693,497593.77785645885,3.3002140522003174,False,6.237475254529585,52.4630390653118,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-24.756021452605548,155.2269323596198,3489.776924882528,-1.7397859477996829,-0.028564113395326,90.02856411339532,335.2439785473945,335.0,3489.561411297631,335.2984241709922,335.2984241709922,335.0,-0.0285658775005334,90.02856587750054,0.215513584897053,360.0544456235977,1.7641052073753829e-06,0.0,155.0
215622.7499653077,497468.2048141519,3.490245819091797,False,6.279206581132356,52.461603677225,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,24.557032953513108,-155.4269284149017,3308.5819410450563,-1.5497541809082032,-0.0268375905258194,90.02683759052582,24.557032953513108,25.0,3308.3809342983195,24.502910724459905,24.502910724459905,25.0,-0.0268392210925769,90.02683922109257,0.2010067467367662,0.0541222290532026,1.630566757532259e-06,0.0,-155.0
