X,Y,Z,within,lon,lat,lon_wsta,lat_wsta,h_wsta,north_wsta,east_wsta,azimuth_pyproj,azimuth_back_pyproj,distance_pyproj,dif_z,elevation_pyproj,zenith_view_pyproj,azimuth_pyproj_360,azimuth_pyproj_class360,euclidean_distance,azimuth_bearing,azimuth_bearing_360,azimuth_bearing_class360,elevation_manual,zenith_view_manual,distance_comparison,azimuth_comparison,elevation_comparison,azimuth_class_comparison,azimuth_hor
213663.8105053184,496840.3396026168,4.6004638671875,False,6.250275842177806,52.45617474735512,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-13.81568319516198,166.17741935670765,2476.7009949985904,-0.4395361328125,-0.0101681895150554,90.01016818951506,346.18431680483803,346.0,2476.548415862577,346.21751246614025,346.21751246614025,346.0,-0.0101688159730437,90.01016881597305,0.1525791360136281,360.0331956613022,6.264579882706706e-07,0.0,166.0
213688.92511377973,496840.3396026168,4.618571758270264,False,6.250645291977564,52.45617205592466,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-13.251755894475854,166.74163954716872,2470.529673669159,-0.4214282417297363,-0.0097736366585182,90.00977363665852,346.7482441055241,347.0,2470.377496627996,346.7801848310342,346.7801848310342,347.0,-0.0097742387215962,90.00977423872159,0.1521770411627585,360.0319407255101,6.020630779184771e-07,0.0,167.0
213538.2374630114,496815.22499415546,3.83415460586548,False,6.248424197042902,52.45596249270884,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-16.76267965294649,163.22895497742408,2487.129560144601,-1.2058453941345202,-0.0277789494857135,90.02777894948571,343.2373203470535,343.0,2486.976225192032,343.2768546717584,343.2768546717584,343.0,-0.0277806622014166,90.02778066220142,0.1533349525689118,360.03953432470485,1.712715703150458e-06,0.0,163.0
213588.4666799341,496815.22499415546,3.9799184799194336,False,6.249163093340679,52.45595712026264,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-15.652165459180823,164.34005494733017,2472.528415701593,-1.0600815200805664,-0.0245652154826846,90.02456521548268,344.3478345408192,344.0,2472.3760231996343,344.385025734458,344.385025734458,344.0,-0.0245667296351253,90.02456672963513,0.1523925019591843,360.0371911936388,1.5141524406653284e-06,0.0,164.0
213638.695896857,496815.22499415546,4.422419548034668,False,6.24990198943995,52.45595174325312,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-14.528885204056378,165.46392097839535,2458.8669507159348,-0.6175804519653321,-0.0143906739862544,90.01439067398626,345.4711147959436,345.0,2458.715437780384,345.5058792491181,345.5058792491181,346.0,-0.0143915607798764,90.01439156077987,0.1515129355511817,360.0347644531745,8.867936219913303e-07,1.0,165.0
215019.99936223408,496815.22499415546,3.2346241474151607,False,6.270221550238688,52.4558020686083,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,17.92225283314951,-162.06883222767974,2484.144312192688,-1.8053758525848396,-0.0416402533735811,90.04164025337359,17.92225283314951,18.0,2483.9925051699943,17.880335054391605,17.880335054391605,18.0,-0.041642798180238,90.04164279818023,0.1518070226939016,0.0419177787579059,2.5448066568872774e-06,0.0,-162.0
215321.37466377087,496714.76656030974,2.657039165496826,False,6.274636771743498,52.45486617664773,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,25.22804562821025,-154.75953925297932,2497.7541345423347,-2.382960834503174,-0.0546625287292253,90.05466252872922,25.22804562821025,25.0,2497.6017290046666,25.172834622768068,25.172834622768068,25.0,-0.0546658642758535,90.05466586427585,0.1524055376680735,0.0552110054421817,3.335546628166486e-06,0.0,-155.0
213538.2374630114,496689.6519518484,3.4206411838531494,False,6.248402221087961,52.45483402033814,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-17.67417063512346,162.31744663682343,2367.629488344031,-1.6193588161468506,-0.0391878930683498,90.03918789306834,342.32582936487654,342.0,2367.4834643234717,342.3672433656003,342.3672433656003,342.0,-0.0391903101377843,90.03919031013778,0.1460240205597074,360.04141400072376,2.4170694345113097e-06,0.0,162.0
215346.4892722323,496689.6519518484,2.449249267578125,False,6.275001677882966,52.45463771608439,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,25.99518534889233,-153.99211026674843,2485.5598406112795,-2.590750732421875,-0.0597205613626962,90.0597205613627,25.99518534889233,26.0,2485.408192271045,25.9387721895868,25.9387721895868,26.0,-0.0597242052379665,90.05972420523797,0.1516483402342601,0.056413159305535,3.6438752702844246e-06,0.0,-154.0
215396.71848915512,496664.537343387,2.499378204345703,False,6.275736013302268,52.45440648482496,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,27.2898963435364,-152.69681713777,2484.95949674776,-2.540621795654297,-0.0585791662600815,90.05857916626009,27.2898963435364,27.0,2484.8079172376283,27.231546403177283,27.231546403177283,27.0,-0.0585827397335382,90.05858273973354,0.1515795101317962,0.0583499403591147,3.573473456724985e-06,0.0,-153.0
