WallSurface_S,WallSurface_W,WallSurface_N,WallSurface_E,RoofSurface,doy
182.014737,120.103083,110.884992,142.862241,4950.733721,320
2487.70541,675.43245,322.92151,875.38669,5195.187193,321
1141.57465,390.35073,238.45816,590.70028,5699.09229,322
2864.27489,818.68741,319.44376,854.00651,4857.87034,323
112.51537,106.3602,104.53943,113.34119,5452.91606,324
59.72476,59.75609,59.14411,60.60911,5509.83844,325
1899.06189,833.27604,326.90836,538.87313,5017.370242,326
993.211967,369.45805,195.319012,355.820045,4685.315589,327
1031.90974,554.49182,236.24748,296.03724,5204.255919,328
1811.477336,505.912375,335.035376,890.113937,5177.91749,329
1478.850119,570.316316,300.950952,536.290083,4676.35832,330
125.43188,113.73429,82.79555,85.50161,5002.731932,331
2356.4138,629.80815,264.89652,702.83345,5517.08966,332
1664.8028,383.3746,265.05522,856.50631,5379.78788,333
2354.0796,613.9065,296.89341,805.07006,4947.049483,334
1355.9795,373.49433,264.89869,616.30433,5049.62754,335
948.9391,367.98183,214.20214,384.60987,5422.3333,336
2129.3544,533.68954,248.71934,715.56891,5410.96774,337
1822.4286,542.00538,237.15739,604.70543,5650.785511,338
2356.6619,730.76301,286.25652,626.38888,5248.65817,339
3726.7803,820.13365,294.56356,1161.47318,5277.355458,340
2547.8242,673.2079,284.28275,712.62274,4857.880109,341
855.6009,386.5419,213.78418,306.31177,5380.66552,342
513.30249,287.858257,220.8693627,284.89196,4898.1842,343
254.57834,130.61462,120.33503,189.94894,4916.807006,344
133.56257,81.54458,79.44287,119.23403,4716.5781,345
1850.4218,373.9363,229.22204,693.99247,4855.443607,346
1133.05063,311.19094,211.28361,505.70104,4901.161633,347
81.32926,73.42466,71.39027,76.70131,4704.180174,348
415.33823,211.46125,113.87586,145.46182,5300.293489,349
1094.42821,298.83643,220.34054,571.35175,5430.72206,350
2206.5464,530.2549,223.30494,661.89093,5967.668,351
1079.2655,333.3881,204.70011,452.02287,5371.344274,352
992.5755,324.8184,183.14919,353.56266,5071.021085,353
940.3929,326.7284,169.8598,338.46281,6054.103904,354
2918.322,626.7933,258.63017,1010.3695,5381.329231,355
1132.045,309.0432,198.24569,463.49918,5071.115254,356
212.5723,166.8441,139.42928,160.58778,4725.460231,357
722.2964,311.2206,200.03395,407.75654,5238.251473,358
2000.1695,410.809,226.80518,803.17693,5276.3069,359
100.85009,87.18268,84.68877,98.38368,5781.290389,360
2452.152,623.5022,226.46348,636.63335,5295.3009,361
2737.26,592.4299,244.18205,827.09739,5707.903589,362
1524.3141,411.5471,213.74465,576.25406,5327.7541,363
3372.611,714.7126,268.0417,1059.7024,5714.1875,364
3119.403,681.1059,272.718,1033.0427,5725.6678,365
