X,Y,Z,lon,lat,lon_wsta,lat_wsta,h_wsta,north_wsta,east_wsta,azimuth_pyproj,azimuth_back_pyproj,distance_pyproj,dif_z,elevation_pyproj,zenith_view_pyproj,azimuth_pyproj_360,azimuth_pyproj_class360,euclidean_distance,azimuth_bearing,azimuth_bearing_360,azimuth_bearing_class360,elevation_manual,zenith_view_manual,distance_comparison,azimuth_comparison,elevation_comparison,azimuth_class_comparison,azimuth_hor
214276.288557214,494642.25373134325,5.565569877624512,6.258896378772568,52.43635551200909,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-1.5588713190609125,178.44106536590309,199.6841571717773,0.5255698776245117,0.1508024808705294,89.84919751912948,358.4411286809391,358.0,199.6717305582554,358.44502194958454,358.44502194958454,358.0,0.1508118660523345,89.84918813394766,0.0124266135219102,360.00389326864547,9.385181805099396e-06,0.0,178.0
214279.7711442786,494642.25373134325,5.585595130920409,6.258947586523499,52.43635513518864,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-0.5597308476777602,179.4402464279853,199.5778440224288,0.5455951309204092,0.1566317173374936,89.84336828266251,359.44026915232223,359.0,199.56542370932237,359.4416676745302,359.4416676745302,359.0,0.1566414655455859,89.84335853445441,0.0124203131064746,360.001398522208,9.748208092380528e-06,0.0,179.0
214265.8407960199,494641.75621890544,5.527056217193604,6.25874266745228,52.43635217139654,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-4.558713569645982,175.44110127341693,199.8708575724004,0.4870562171936043,0.139621207072,89.860378792928,355.441286430354,355.0,199.85842001332855,355.4526295456721,355.4526295456721,355.0,0.139629895923514,89.86037010407648,0.0124375590717988,360.0113431153181,8.688851513977136e-06,0.0,175.0
214304.6467661692,494639.7661691543,5.617459297180176,6.259312915542636,52.43633008823661,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,6.636590096679231,-173.36314304341218,198.1087528577425,0.5774592971801757,0.1670087080364352,89.83299129196357,6.636590096679231,7.0,198.09642376974355,6.620154493710201,6.620154493710201,7.0,0.167019102234143,89.83298089776585,0.0123290879989497,0.0164356029690297,1.039419770776373e-05,0.0,-173.0
214258.87562189053,494639.2686567164,5.501235961914063,6.258639811693857,52.43633057011892,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-6.630544232471978,173.36918908025652,198.1603044888774,0.4612359619140633,0.1333608480344954,89.8666391519655,353.369455767528,353.0,198.1479730847604,353.3858766652087,353.3858766652087,353.0,0.1333691474914351,89.86663085250856,0.0123314041170488,360.0164208976807,8.299456939669936e-06,0.0,173.0
214269.32338308456,494639.2686567164,5.527595520019531,6.258793434864679,52.436329439919184,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-3.6166471287941686,176.38320795594709,197.10161787113316,0.4875955200195312,0.1417396199907838,89.85826038000921,356.38335287120583,356.0,197.08935131594777,356.3923659666858,356.3923659666858,356.0,0.1417484416230274,89.85825155837698,0.0122665551853629,360.00901309548,8.821632243555255e-06,0.0,176.0
214309.12437810944,494639.2686567164,5.627693176269531,6.259378665908965,52.436325132572,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,7.939574956574178,-172.06010606538507,198.1290435151641,0.5876931762695312,0.1699510546130205,89.83004894538698,7.939574956574178,8.0,198.1167133198785,7.919988237840457,7.919988237840457,8.0,0.1699616317993903,89.8300383682006,0.0123301952856422,0.0195867187337217,1.0577186369764568e-05,0.0,-172.0
214272.8059701493,494638.7711442786,5.535931587219238,6.258844554513992,52.436324592197565,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-2.6141934673255083,177.3857021382758,196.3740039647488,0.4959315872192382,0.1446969858170654,89.85530301418294,357.3858065326745,357.0,196.36178221268636,357.3923296451934,357.3923296451934,357.0,0.1447059918626663,89.85529400813734,0.0122217520624872,360.0065231125189,9.006045600917778e-06,0.0,177.0
214288.22885572136,494638.2736318408,5.628645420074463,6.259071243438136,52.43631845240959,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,1.892701088801762,-178.10722361678708,195.5931346526831,0.5886454200744629,0.17243343655782,89.82756656344218,1.892701088801762,2.0,195.58095991119308,1.8879751831345373,1.8879751831345373,2.0,0.1724441703216687,89.82755582967833,0.0121747414900141,0.0047259056672246,1.073376384877478e-05,0.0,-178.0
214293.70149253728,494638.2736318408,5.637949466705321,6.259151712689565,52.43631786013149,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,3.494207287811577,-176.50565363246616,195.78449946392004,0.5979494667053213,0.1749876745962298,89.82501232540378,3.494207287811577,3.0,195.7723129606588,3.4854977894929906,3.4854977894929906,3.0,0.1749985672223271,89.82500143277767,0.0121865032612333,0.0087094983185869,1.0892626097269709e-05,0.0,-177.0
214252.40796019897,494637.77611940296,5.49483060836792,6.25854444750557,52.43631785683484,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-8.546089853182421,171.45356786753416,197.61441923841303,0.4548306083679199,0.1318720988932481,89.86812790110675,351.4539101468176,351.0,197.60212183967417,351.4749502754808,351.4749502754808,351.0,0.1318803056778711,89.86811969432213,0.0122973987388945,360.02104012866323,8.206784622988295e-06,0.0,171.0
214237.98009950249,494637.2786069652,5.470334529876709,6.258332213243613,52.43631494614562,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-12.653399207120154,167.3460902825337,199.95269949505305,0.4303345298767089,0.1233107346616639,89.87668926533834,347.3466007928798,347.0,199.9402586780943,347.377203707203,347.377203707203,347.0,0.1233184073612571,89.87668159263875,0.0124408169587582,360.0306029143232,7.672699593133658e-06,0.0,167.0
214240.4676616916,494637.2786069652,5.476312160491943,6.258368790179376,52.43631467716349,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-11.95783278240532,168.04168570057482,199.3932657766859,0.4363121604919433,0.1253743718435555,89.87462562815645,348.0421672175947,348.0,199.3808592926137,348.0711894850376,348.0711894850376,348.0,0.1253821732452907,89.87461782675472,0.0124064840721587,360.02902226744294,7.80140173523014e-06,0.0,168.0
214243.4527363184,494637.2786069652,5.48163652420044,6.258412682501567,52.436314354369735,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-11.118139081696702,168.88141419327425,198.76097090850635,0.4416365242004403,0.127308028119068,89.87269197188093,348.8818609183033,349.0,198.74860325539584,348.9089523862052,348.9089523862052,349.0,0.1273159501689413,89.87268404983107,0.0123676531104877,360.02709146790187,7.922049873265724e-06,0.0,169.0
214247.93034825867,494637.2786069652,5.487087249755859,6.258478520983403,52.43631387014823,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-9.848992604412208,170.15061285854355,197.89319434581327,0.4470872497558593,0.1294444156455068,89.87055558435449,350.1510073955878,350.0,197.88088001626036,350.17513709715126,350.17513709715126,350.0,0.1294524710764729,89.87054752892352,0.0123143295529359,360.0241297015635,8.055430966130706e-06,0.0,170.0
214262.35820895524,494637.2786069652,5.507327079772949,6.258690667191463,52.43631230963051,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-5.693713196761031,174.30606042746786,195.7687503130552,0.4673270797729492,0.1367726893101582,89.86322731068984,354.30628680323895,354.0,195.7565664672926,354.3204206735444,354.3204206735444,354.0,0.1367812019800009,89.86321879802,0.0121838457625642,360.01413387030544,8.51266984272514e-06,0.0,174.0
