azimuth_pyproj_class360_5,elevation_pyproj
-180,90.6398811791451
-175,90.65523475246373
-170,90.67049591839495
-165,90.70532366955355
-160,90.74109902658287
-155,90.75901507586214
-150,90.82216366039646
-145,90.83425036543105
-140,90.87422504696126
-135,90.89509030273001
-130,90.87254157073791
-125,90.86055829772513
-120,90.82044811143864
-115,90.74813381201399
-110,90.69068245832506
-105,90.68116173537314
-100,90.59001997470547
-95,90.5820594752569
-90,90.76576248863199
-85,90.81003135162284
-80,90.77845815088479
-75,90.75896986407777
-70,90.72515111103824
-65,90.72680634311789
-60,90.73153568383837
-55,90.75943612337699
-50,90.7710798361441
-45,90.78794502227538
-40,90.83605425127084
-35,90.8820089134918
-30,90.87690141942849
-25,90.84929210020442
-20,90.83184690337434
-15,90.80061610525836
-10,90.79788809446568
-5,90.78158239684353
0,90.61731826665302
5,90.7992287264603
10,90.81501129694617
15,90.83819296304749
20,90.84560431449245
25,90.85280678382513
30,90.87254021430722
35,90.88746875472663
40,90.89945741070234
45,90.86968713956817
50,90.87247428296656
55,90.85482021704719
60,90.8567617168604
65,90.87923402073262
70,90.8660865573101
75,90.83862741813155
80,90.83331170553656
85,90.88676591880413
90,90.93375003887724
95,90.93968606056686
100,90.90301351152252
105,90.89711244680339
110,90.8909043288192
115,90.89233588538403
120,90.88959691120272
125,90.88769499235156
130,90.77857058670646
135,90.72425342586234
140,90.71637357277439
145,90.69619659132329
150,90.67273026306682
155,90.67110463936679
160,80.94364714193475
165,90.64947312590087
170,90.6652938532737
175,90.61945347700811
