X,Y,Z
334481.41000000003,7400715.2,769.494140625
334482.41000000003,7400715.2,769.7105102539062
334483.41000000003,7400715.2,770.3267822265625
334484.41000000003,7400715.2,770.7677612304686
334485.41000000003,7400715.2,770.9088745117188
334486.41000000003,7400715.2,770.812255859375
334487.41000000003,7400715.2,770.8548583984375
334488.41000000003,7400715.2,770.822021484375
334489.41000000003,7400715.2,770.8058471679686
334490.41000000003,7400715.2,770.8493041992188
334491.41000000003,7400715.2,773.3492431640625
334492.41000000003,7400715.2,773.8525390625
334493.41000000003,7400715.2,773.841064453125
334494.41000000003,7400715.2,773.7763061523436
334495.41000000003,7400715.2,773.905029296875
334496.41000000003,7400715.2,773.9114990234375
334497.41000000003,7400715.2,772.5890502929686
334498.41000000003,7400715.2,770.7372436523436
334499.41000000003,7400715.2,784.7578735351561
334500.41000000003,7400715.2,785.7583618164062
334501.41000000003,7400715.2,786.0344848632812
334502.41000000003,7400715.2,786.3150024414062
334503.41000000003,7400715.2,786.1468505859375
334504.41000000003,7400715.2,785.8097534179686
334505.41000000003,7400715.2,786.411865234375
334506.41000000003,7400715.2,787.6905517578125
334507.41000000003,7400715.2,787.8670043945312
334508.41000000003,7400715.2,787.8955688476561
334509.41000000003,7400715.2,776.1053466796875
334510.41000000003,7400715.2,776.7393188476561
334511.41000000003,7400715.2,773.5908813476561
334512.41000000003,7400715.2,773.5408935546875
334513.41000000003,7400715.2,773.5277099609375
334514.41000000003,7400715.2,773.4879150390625
334515.41000000003,7400715.2,773.467041015625
334516.41000000003,7400715.2,774.7720336914062
334517.41000000003,7400715.2,780.5211181640625
334518.41000000003,7400715.2,780.8101196289062
334519.41000000003,7400715.2,781.2423095703125
334520.41000000003,7400715.2,781.3259887695312
334521.41000000003,7400715.2,780.998046875
334522.41000000003,7400715.2,780.7362060546875
334523.41000000003,7400715.2,780.5588989257811
334524.41000000003,7400715.2,773.9363403320312
334525.41000000003,7400715.2,777.265380859375
334526.41000000003,7400715.2,777.43359375
334527.41000000003,7400715.2,777.8071899414062
334528.41000000003,7400715.2,777.0791625976561
334529.41000000003,7400715.2,777.10546875
334530.41000000003,7400715.2,773.9217529296875
334531.41000000003,7400715.2,773.7722778320312
334532.41000000003,7400715.2,773.66455078125
334533.41000000003,7400715.2,773.7108764648436
334534.41000000003,7400715.2,773.6962890625
334535.41000000003,7400715.2,775.8573608398436
334536.41000000003,7400715.2,777.2127075195312
334537.41000000003,7400715.2,777.2645263671875
334538.41000000003,7400715.2,775.8338012695312
334539.41000000003,7400715.2,776.165771484375
334540.41000000003,7400715.2,773.4403076171875
334541.41000000003,7400715.2,773.4446411132812
334542.41000000003,7400715.2,773.3418579101561
334543.41000000003,7400715.2,773.4553833007811
334544.41000000003,7400715.2,773.66015625
334545.41000000003,7400715.2,773.6661376953125
334546.41000000003,7400715.2,773.6519165039062
334547.41000000003,7400715.2,773.9755859375
334548.41000000003,7400715.2,774.031005859375
334549.41000000003,7400715.2,773.927978515625
334550.41000000003,7400715.2,773.9420166015625
334551.41000000003,7400715.2,774.1240844726561
334552.41000000003,7400715.2,774.9442138671875
334553.41000000003,7400715.2,776.7978515625
334554.41000000003,7400715.2,775.802734375
334555.41000000003,7400715.2,774.50927734375
334556.41000000003,7400715.2,775.4364013671875
334557.41000000003,7400715.2,777.9970092773436
334558.41000000003,7400715.2,777.7579345703125
334559.41000000003,7400715.2,777.8389282226561
334560.41000000003,7400715.2,777.880859375
334561.41000000003,7400715.2,778.0366821289062
334562.41000000003,7400715.2,778.2688598632812
334563.41000000003,7400715.2,781.0589599609375
334564.41000000003,7400715.2,781.2510986328125
334565.41000000003,7400715.2,781.4263305664062
334566.41000000003,7400715.2,781.3557739257811
334567.41000000003,7400715.2,781.4077758789062
334568.41000000003,7400715.2,781.7798461914062
334569.41000000003,7400715.2,785.6646118164062
334570.41000000003,7400715.2,785.9468994140625
334571.41000000003,7400715.2,786.2390747070312
334572.41000000003,7400715.2,786.6327514648436
334573.41000000003,7400715.2,786.656982421875
334574.41000000003,7400715.2,786.6026611328125
334575.41000000003,7400715.2,786.3936157226561
334576.41000000003,7400715.2,786.0785522460938
334577.41000000003,7400715.2,785.9002075195312
334578.41000000003,7400715.2,785.3963623046875
334579.41000000003,7400715.2,783.274169921875
334580.41000000003,7400715.2,782.7139892578125
334581.41000000003,7400715.2,781.9220581054686
334582.41000000003,7400715.2,787.3961181640625
334583.41000000003,7400715.2,787.7230834960938
334584.41000000003,7400715.2,788.1177368164062
334585.41000000003,7400715.2,788.1547241210938
334586.41000000003,7400715.2,787.8955078125
334587.41000000003,7400715.2,787.587890625
334588.41000000003,7400715.2,787.5042114257811
334589.41000000003,7400715.2,787.2252197265625
334590.41000000003,7400715.2,787.5549926757811
334591.41000000003,7400715.2,786.7348022460938
334592.41000000003,7400715.2,785.3539428710938
334593.41000000003,7400715.2,785.1285400390625
334594.41000000003,7400715.2,789.193115234375
334595.41000000003,7400715.2,790.657470703125
334596.41000000003,7400715.2,790.9063110351561
334597.41000000003,7400715.2,788.05029296875
334598.41000000003,7400715.2,787.3360595703125
334599.41000000003,7400715.2,787.3834228515625
334600.41000000003,7400715.2,787.7968139648436
334601.41000000003,7400715.2,787.8492431640625
334602.41000000003,7400715.2,788.4484252929686
334603.41000000003,7400715.2,788.4472045898436
334604.41000000003,7400715.2,788.5714721679686
334605.41000000003,7400715.2,788.5989990234375
334606.41000000003,7400715.2,788.7313842773436
334607.41000000003,7400715.2,788.9373779296875
334608.41000000003,7400715.2,789.0924682617188
334609.41000000003,7400715.2,789.1430053710938
334610.41000000003,7400715.2,789.0316772460938
334611.41000000003,7400715.2,788.4126586914062
334612.41000000003,7400715.2,787.9447631835938
334613.41000000003,7400715.2,787.6204223632812
334614.41000000003,7400715.2,784.4676513671875
334615.41000000003,7400715.2,786.506103515625
334616.41000000003,7400715.2,786.0497436523436
334617.41000000003,7400715.2,784.41064453125
334618.41000000003,7400715.2,784.2387084960938
334619.41000000003,7400715.2,787.70263671875
334620.41000000003,7400715.2,791.8609619140625
334621.41000000003,7400715.2,784.7927856445312
334622.41000000003,7400715.2,783.9955444335938
334623.41000000003,7400715.2,783.9209594726561
334624.41000000003,7400715.2,783.86865234375
334625.41000000003,7400715.2,783.8104248046875
334626.41000000003,7400715.2,783.8034057617188
334627.41000000003,7400715.2,783.755615234375
334628.41000000003,7400715.2,783.6484985351561
334629.41000000003,7400715.2,783.7701416015625
334630.41000000003,7400715.2,783.935302734375
334631.41000000003,7400715.2,784.733154296875
334632.41000000003,7400715.2,784.287841796875
334633.41000000003,7400715.2,784.9468994140625
334634.41000000003,7400715.2,787.0887451171875
334635.41000000003,7400715.2,788.6558227539062
334636.41000000003,7400715.2,788.0697021484375
334637.41000000003,7400715.2,788.0936889648436
334638.41000000003,7400715.2,784.7072143554686
334639.41000000003,7400715.2,784.1237182617188
334640.41000000003,7400715.2,784.04541015625
334641.41000000003,7400715.2,783.3350830078125
334642.41000000003,7400715.2,787.3369750976561
334643.41000000003,7400715.2,787.6139526367188
334644.41000000003,7400715.2,787.8596801757811
334645.41000000003,7400715.2,788.17138671875
334646.41000000003,7400715.2,788.3973999023436
334647.41000000003,7400715.2,788.7052612304686
334648.41000000003,7400715.2,788.584716796875
334649.41000000003,7400715.2,788.7693481445312
334650.41000000003,7400715.2,789.0471801757811
334651.41000000003,7400715.2,788.9744262695312
334652.41000000003,7400715.2,788.458251953125
334653.41000000003,7400715.2,783.6035766601561
334654.41000000003,7400715.2,784.3191528320312
334655.41000000003,7400715.2,784.4498291015625
334656.41000000003,7400715.2,782.851318359375
334657.41000000003,7400715.2,785.4100341796875
334658.41000000003,7400715.2,782.8499755859375
334659.41000000003,7400715.2,782.6116333007811
334660.41000000003,7400715.2,782.5556640625
334661.41000000003,7400715.2,782.4559936523436
334662.41000000003,7400715.2,782.233154296875
334663.41000000003,7400715.2,782.1044311523436
334664.41000000003,7400715.2,788.8992309570312
334665.41000000003,7400715.2,788.4363403320312
334666.41000000003,7400715.2,788.4125366210938
334667.41000000003,7400715.2,788.3753051757811
334668.41000000003,7400715.2,788.3663940429686
334669.41000000003,7400715.2,785.0985107421875
334670.41000000003,7400715.2,780.5707397460938
334671.41000000003,7400715.2,780.5451049804686
334672.41000000003,7400715.2,780.201171875
334673.41000000003,7400715.2,780.7150268554686
334674.41000000003,7400715.2,780.5501098632812
334675.41000000003,7400715.2,780.580810546875
334676.41000000003,7400715.2,785.9178466796875
334677.41000000003,7400715.2,788.160400390625
334678.41000000003,7400715.2,788.1819458007811
334679.41000000003,7400715.2,788.3739624023436
334680.41000000003,7400715.2,788.3552856445312
334681.41000000003,7400715.2,788.5787963867188
334682.41000000003,7400715.2,788.6668090820312
334683.41000000003,7400715.2,788.8152465820312
334684.41000000003,7400715.2,788.7933959960938
334685.41000000003,7400715.2,788.8131103515625
334686.41000000003,7400715.2,789.042236328125
334687.41000000003,7400715.2,789.1707763671875
334688.41000000003,7400715.2,788.1166381835938
334689.41000000003,7400715.2,781.9808349609375
334690.41000000003,7400715.2,781.6870727539062
334691.41000000003,7400715.2,
334443.41000000003,7400714.2,779.0135498046875
334444.41000000003,7400714.2,781.1295776367188
334445.41000000003,7400714.2,781.1209716796875
334446.41000000003,7400714.2,781.9729614257811
334447.41000000003,7400714.2,786.51708984375
334448.41000000003,7400714.2,787.040283203125
334449.41000000003,7400714.2,787.1361694335938
334450.41000000003,7400714.2,787.876708984375
334451.41000000003,7400714.2,787.1926879882812
334452.41000000003,7400714.2,784.8690795898436
334453.41000000003,7400714.2,778.85498046875
334454.41000000003,7400714.2,769.9071655273436
334455.41000000003,7400714.2,768.2207641601561
334456.41000000003,7400714.2,770.8287963867188
334457.41000000003,7400714.2,773.9837646484375
334458.41000000003,7400714.2,776.9727783203125
334459.41000000003,7400714.2,776.9796752929686
334460.41000000003,7400714.2,775.203369140625
334461.41000000003,7400714.2,774.2074584960938
334462.41000000003,7400714.2,774.061767578125
334463.41000000003,7400714.2,773.3119506835938
334464.41000000003,7400714.2,773.302978515625
334465.41000000003,7400714.2,773.3265380859375
334466.41000000003,7400714.2,772.7808227539062
334467.41000000003,7400714.2,771.5850219726561
334468.41000000003,7400714.2,770.772705078125
334469.41000000003,7400714.2,768.073486328125
334470.41000000003,7400714.2,768.0706787109375
334471.41000000003,7400714.2,768.2100219726561
334472.41000000003,7400714.2,768.3438110351561
334473.41000000003,7400714.2,768.3809204101561
334474.41000000003,7400714.2,768.4931030273436
334475.41000000003,7400714.2,769.212158203125
334476.41000000003,7400714.2,769.4097290039062
334477.41000000003,7400714.2,769.7203979492188
334478.41000000003,7400714.2,771.0891723632812
334479.41000000003,7400714.2,771.2552490234375
334480.41000000003,7400714.2,769.5237426757811
334481.41000000003,7400714.2,769.5750122070312
334482.41000000003,7400714.2,769.843017578125
334483.41000000003,7400714.2,769.8803100585938
334484.41000000003,7400714.2,770.2623901367188
334485.41000000003,7400714.2,770.9561767578125
334486.41000000003,7400714.2,770.83984375
334487.41000000003,7400714.2,770.8800048828125
334488.41000000003,7400714.2,770.86767578125
334489.41000000003,7400714.2,770.8099365234375
334490.41000000003,7400714.2,770.9249877929686
334491.41000000003,7400714.2,770.8633422851561
334492.41000000003,7400714.2,773.6682739257811
334493.41000000003,7400714.2,773.771484375
334494.41000000003,7400714.2,773.7640991210938
334495.41000000003,7400714.2,773.831298828125
334496.41000000003,7400714.2,771.1229858398436
334497.41000000003,7400714.2,770.9226684570312
334498.41000000003,7400714.2,772.8681030273436
334499.41000000003,7400714.2,778.4994506835938
334500.41000000003,7400714.2,785.6246337890625
334501.41000000003,7400714.2,785.859619140625
334502.41000000003,7400714.2,786.1534423828125
334503.41000000003,7400714.2,785.9580078125
334504.41000000003,7400714.2,785.7196044921875
334505.41000000003,7400714.2,783.489013671875
334506.41000000003,7400714.2,787.9183349609375
334507.41000000003,7400714.2,787.8782958984375
334508.41000000003,7400714.2,787.8313598632812
334509.41000000003,7400714.2,777.5862426757811
334510.41000000003,7400714.2,777.0046997070312
334511.41000000003,7400714.2,775.7315673828125
334512.41000000003,7400714.2,773.5611572265625
334513.41000000003,7400714.2,773.542236328125
334514.41000000003,7400714.2,773.811767578125
334515.41000000003,7400714.2,779.44287109375
334516.41000000003,7400714.2,773.90380859375
334517.41000000003,7400714.2,780.34423828125
334518.41000000003,7400714.2,780.6007080078125
334519.41000000003,7400714.2,780.8863525390625
334520.41000000003,7400714.2,781.2371215820312
334521.41000000003,7400714.2,781.0556640625
334522.41000000003,7400714.2,780.8267211914062
334523.41000000003,7400714.2,780.6243286132812
334524.41000000003,7400714.2,780.3302612304686
334525.41000000003,7400714.2,773.9634399414062
334526.41000000003,7400714.2,777.2261352539062
334527.41000000003,7400714.2,777.2763671875
334528.41000000003,7400714.2,773.9983520507811
334529.41000000003,7400714.2,773.9697265625
334530.41000000003,7400714.2,773.982177734375
334531.41000000003,7400714.2,776.407470703125
334532.41000000003,7400714.2,773.6459350585938
334533.41000000003,7400714.2,773.60107421875
334534.41000000003,7400714.2,773.5851440429686
334535.41000000003,7400714.2,773.5091552734375
334536.41000000003,7400714.2,777.2103271484375
334537.41000000003,7400714.2,777.3162231445312
334538.41000000003,7400714.2,774.0360717773436
334539.41000000003,7400714.2,773.94189453125
334540.41000000003,7400714.2,773.756591796875
334541.41000000003,7400714.2,774.9886474609375
334542.41000000003,7400714.2,773.5548095703125
334543.41000000003,7400714.2,773.6071166992188
334544.41000000003,7400714.2,773.6011962890625
334545.41000000003,7400714.2,773.6593017578125
334546.41000000003,7400714.2,773.8124389648436
334547.41000000003,7400714.2,773.85400390625
334548.41000000003,7400714.2,773.8941040039062
334549.41000000003,7400714.2,773.9362182617188
334550.41000000003,7400714.2,774.9298706054686
334551.41000000003,7400714.2,775.1066284179686
334552.41000000003,7400714.2,776.53466796875
334553.41000000003,7400714.2,776.7980346679686
334554.41000000003,7400714.2,777.0209350585938
334555.41000000003,7400714.2,774.4723510742188
334556.41000000003,7400714.2,775.2924194335938
334557.41000000003,7400714.2,777.7948608398436
334558.41000000003,7400714.2,777.8723754882812
334559.41000000003,7400714.2,777.9747924804686
334560.41000000003,7400714.2,778.0833129882812
334561.41000000003,7400714.2,780.2047729492188
334562.41000000003,7400714.2,781.3244018554686
334563.41000000003,7400714.2,781.120849609375
334564.41000000003,7400714.2,781.3359985351561
334565.41000000003,7400714.2,781.3545532226561
334566.41000000003,7400714.2,781.4990844726561
334567.41000000003,7400714.2,781.4400024414062
334568.41000000003,7400714.2,781.5890502929686
334569.41000000003,7400714.2,782.3650512695312
334570.41000000003,7400714.2,785.7445068359375
334571.41000000003,7400714.2,786.0138549804686
334572.41000000003,7400714.2,786.3995971679686
334573.41000000003,7400714.2,786.291015625
334574.41000000003,7400714.2,786.386962890625
334575.41000000003,7400714.2,786.6453247070312
334576.41000000003,7400714.2,786.43798828125
334577.41000000003,7400714.2,785.8949584960938
334578.41000000003,7400714.2,783.3184204101561
334579.41000000003,7400714.2,783.1305541992188
334580.41000000003,7400714.2,782.7064208984375
334581.41000000003,7400714.2,782.5674438476561
334582.41000000003,7400714.2,781.31689453125
334583.41000000003,7400714.2,787.4503784179686
334584.41000000003,7400714.2,787.8724365234375
334585.41000000003,7400714.2,787.94091796875
334586.41000000003,7400714.2,787.673095703125
334587.41000000003,7400714.2,787.4837036132812
334588.41000000003,7400714.2,787.322021484375
334589.41000000003,7400714.2,787.5866088867188
334590.41000000003,7400714.2,787.8174438476561
334591.41000000003,7400714.2,787.8999633789062
334592.41000000003,7400714.2,784.1988525390625
334593.41000000003,7400714.2,789.01708984375
334594.41000000003,7400714.2,790.4065551757811
334595.41000000003,7400714.2,790.4578857421875
334596.41000000003,7400714.2,791.6022338867188
334597.41000000003,7400714.2,789.8571166992188
334598.41000000003,7400714.2,789.48974609375
334599.41000000003,7400714.2,787.7813720703125
334600.41000000003,7400714.2,787.7086791992188
334601.41000000003,7400714.2,787.8197021484375
334602.41000000003,7400714.2,787.8641967773436
334603.41000000003,7400714.2,788.0028076171875
334604.41000000003,7400714.2,787.9736938476561
334605.41000000003,7400714.2,788.1611938476561
334606.41000000003,7400714.2,788.2456665039062
334607.41000000003,7400714.2,788.5527954101561
334608.41000000003,7400714.2,788.6096801757811
334609.41000000003,7400714.2,788.7269287109375
334610.41000000003,7400714.2,788.63330078125
334611.41000000003,7400714.2,788.2449951171875
334612.41000000003,7400714.2,788.1124267578125
334613.41000000003,7400714.2,786.7529296875
334614.41000000003,7400714.2,787.1199951171875
334615.41000000003,7400714.2,785.99169921875
334616.41000000003,7400714.2,785.8211059570312
334617.41000000003,7400714.2,784.2720336914062
334618.41000000003,7400714.2,785.6456298828125
334619.41000000003,7400714.2,793.4832763671875
334620.41000000003,7400714.2,786.388916015625
334621.41000000003,7400714.2,788.2984619140625
334622.41000000003,7400714.2,784.103271484375
334623.41000000003,7400714.2,784.0325317382812
334624.41000000003,7400714.2,784.0878295898436
334625.41000000003,7400714.2,784.0438232421875
334626.41000000003,7400714.2,783.9036865234375
334627.41000000003,7400714.2,783.8065185546875
334628.41000000003,7400714.2,783.7988891601561
334629.41000000003,7400714.2,783.7149047851561
334630.41000000003,7400714.2,785.3197631835938
334631.41000000003,7400714.2,788.0257568359375
334632.41000000003,7400714.2,785.9657592773436
334633.41000000003,7400714.2,786.8276977539062
334634.41000000003,7400714.2,792.3908081054686
334635.41000000003,7400714.2,794.3003540039062
334636.41000000003,7400714.2,793.0799560546875
334637.41000000003,7400714.2,787.5803833007811
334638.41000000003,7400714.2,785.2640380859375
334639.41000000003,7400714.2,783.747802734375
334640.41000000003,7400714.2,783.3341064453125
334641.41000000003,7400714.2,786.3637084960938
334642.41000000003,7400714.2,787.5082397460938
334643.41000000003,7400714.2,787.7969970703125
334644.41000000003,7400714.2,788.1179809570312
334645.41000000003,7400714.2,788.396240234375
334646.41000000003,7400714.2,788.5213623046875
334647.41000000003,7400714.2,788.58740234375
334648.41000000003,7400714.2,788.4014282226561
334649.41000000003,7400714.2,788.1949462890625
334650.41000000003,7400714.2,788.9666137695312
334651.41000000003,7400714.2,788.69140625
334652.41000000003,7400714.2,784.6995239257811
334653.41000000003,7400714.2,782.9036865234375
334654.41000000003,7400714.2,784.6370239257811
334655.41000000003,7400714.2,782.9495849609375
334656.41000000003,7400714.2,786.0616455078125
334657.41000000003,7400714.2,786.3026733398436
334658.41000000003,7400714.2,786.1074829101561
334659.41000000003,7400714.2,782.6725463867188
334660.41000000003,7400714.2,783.6182861328125
334661.41000000003,7400714.2,782.9476318359375
334662.41000000003,7400714.2,782.6393432617188
334663.41000000003,7400714.2,785.8092651367188
334664.41000000003,7400714.2,788.6069946289062
334665.41000000003,7400714.2,788.39453125
