Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
1/01/78,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.9,,,17.8,,,78,,,923.77,,,17,,,0.5,,,,,,,,,,,,,,,,,,,,,
1/01/78,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.8,,,17.8,,,79,,,923.24,,,45,,,0.6,,,,,,,,,,,,,,,,,,,,,
1/01/78,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.5,,,17.9,,,81,,,922.74,,,26,,,0.3,,,,,,,,,,,,,,,,,,,,,
1/01/78,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.4,,,17.8,,,81,,,922.59,,,349,,,0.5,,,,,,,,,,,,,,,,,,,,,
1/01/78,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.2,,,17.8,,,81,,,922.67,,,9,,,0.5,,,,,,,,,,,,,,,,,,,,,
1/01/78,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.1,,,17.8,,,82,,,922.99,,,354,,,0.2,,,,,,,,,,,,,,,,,,,,,
1/01/78,7:00,,,20.1,,,0,,,20.1,,,,,,,,,,,,,,,8,,,,,,21.5,,,17.7,,,79,,,923.33,,,12,,,0.6,,,,,,,,,,,,,,,,,,,,,
1/01/78,8:00,,,136.8,,,22.3345,,,129.184,,,,,,,,,,,,,,,8,,,,,,22.3,,,17.8,,,76,,,923.84,,,334,,,0.4,,,,,,,,,,,,,,,,,,,,,
1/01/78,9:00,,,316.8,,,113.578,,,254.583,,,,,,,,,,,,,,,8,,,,,,23.2,,,18,,,73,,,924.15,,,333,,,1.3,,,,,,,,,,,,,,,,,,,,,
1/01/78,10:00,,,502.1,,,126.974,,,409.676,,,,,,,,,,,,,,,8,,,,,,24.2,,,18.2,,,70,,,924.3,,,333,,,1.3,,,,,,,,,,,,,,,,,,,,,
1/01/78,11:00,,,611.7,,,145.086,,,485.615,,,,,,,,,,,,,,,8,,,,,,25,,,18,,,66,,,924.32,,,312,,,1.8,,,,,,,,,,,,,,,,,,,,,
1/01/78,12:00,,,638.7,,,162.4,,,482.537,,,,,,,,,,,,,,,8,,,,,,26.2,,,18.1,,,63,,,924.03,,,316,,,1.8,,,,,,,,,,,,,,,,,,,,,
1/01/78,13:00,,,800.5,,,299.152,,,501.569,,,,,,,,,,,,,,,8,,,,,,27,,,17.4,,,57,,,923.63,,,292,,,1.9,,,,,,,,,,,,,,,,,,,,,
1/01/78,14:00,,,670.4,,,180.394,,,493.709,,,,,,,,,,,,,,,8,,,,,,27.4,,,17.2,,,56,,,923.01,,,313,,,1.7,,,,,,,,,,,,,,,,,,,,,
1/01/78,15:00,,,620.9,,,111.624,,,520.038,,,,,,,,,,,,,,,8,,,,,,27.9,,,17,,,54,,,922.41,,,298,,,1.5,,,,,,,,,,,,,,,,,,,,,
1/01/78,16:00,,,523.2,,,188.322,,,376.921,,,,,,,,,,,,,,,8,,,,,,26.6,,,17.5,,,61,,,921.91,,,288,,,1.9,,,,,,,,,,,,,,,,,,,,,
1/01/78,17:00,,,315.6,,,55.4275,,,281.921,,,,,,,,,,,,,,,8,,,,,,24.9,,,17.7,,,67,,,921.9,,,266,,,0.7,,,,,,,,,,,,,,,,,,,,,
1/01/78,18:00,,,168.4,,,28.0088,,,156.98,,,,,,,,,,,,,,,8,,,,,,24.5,,,17.8,,,69,,,921.97,,,51,,,0.2,,,,,,,,,,,,,,,,,,,,,
1/01/78,19:00,,,60.3,,,0,,,60.3,,,,,,,,,,,,,,,8,,,,,,23.2,,,17.9,,,74,,,922.71,,,235,,,0.6,,,,,,,,,,,,,,,,,,,,,
1/01/78,20:00,,,16.2,,,0,,,16.2,,,,,,,,,,,,,,,8,,,,,,22.4,,,18.2,,,78,,,923.19,,,164,,,0.3,,,,,,,,,,,,,,,,,,,,,
1/01/78,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,22.3,,,18.3,,,79,,,923.6,,,54,,,0.3,,,,,,,,,,,,,,,,,,,,,
1/01/78,22:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,22,,,18.5,,,81,,,924.22,,,81,,,0.5,,,,,,,,,,,,,,,,,,,,,
1/01/78,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.7,,,18.4,,,82,,,924.41,,,103,,,0.3,,,,,,,,,,,,,,,,,,,,,
1/01/78,24:00:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,8,,,,,,21.5,,,18.3,,,83,,,924.24,,,146,,,0.2,,,,,,,,,,,,,,,,,,,,,
2/01/78,1:00,,,0.5,,,0,,,0.5,,,,,,,,,,,,,,,8,,,,,,21.4,,,18.4,,,84,,,923.67,,,88,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/01/78,2:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,21.2,,,18.3,,,84,,,923.1,,,67,,,0.6,,,,,,,,,,,,,,,,,,,,,
2/01/78,3:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,21.1,,,18.2,,,84,,,922.77,,,58,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/01/78,4:00,,,0.4,,,0,,,0.4,,,,,,,,,,,,,,,8,,,,,,21,,,18,,,84,,,922.57,,,318,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/01/78,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21,,,17.9,,,84,,,922.77,,,323,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/01/78,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.8,,,17.9,,,85,,,923.13,,,295,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/01/78,7:00,,,13,,,0,,,13,,,,,,,,,,,,,,,9,,,,,,20.9,,,18,,,84,,,923.64,,,331,,,0.1,,,,,,,,,,,,,,,,,,,,,
2/01/78,8:00,,,86.6,,,0,,,86.6,,,,,,,,,,,,,,,9,,,,,,21.3,,,18.1,,,82,,,924.07,,,350,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/01/78,9:00,,,206.5,,,17.1513,,,197.134,,,,,,,,,,,,,,,9,,,,,,22.1,,,18.1,,,79,,,924.29,,,346,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/01/78,10:00,,,353.4,,,39.9591,,,324.369,,,,,,,,,,,,,,,9,,,,,,23.1,,,18.2,,,75,,,924.48,,,334,,,0.8,,,,,,,,,,,,,,,,,,,,,
2/01/78,11:00,,,495.6,,,62.6025,,,441.257,,,,,,,,,,,,,,,9,,,,,,24.2,,,18.2,,,70,,,924.41,,,315,,,0.9,,,,,,,,,,,,,,,,,,,,,
2/01/78,12:00,,,552.6,,,48.4849,,,506.003,,,,,,,,,,,,,,,9,,,,,,25,,,17.9,,,66,,,924.11,,,309,,,1.3,,,,,,,,,,,,,,,,,,,,,
2/01/78,13:00,,,635.4,,,131.593,,,503.915,,,,,,,,,,,,,,,9,,,,,,25.9,,,17.7,,,62,,,923.63,,,307,,,1.4,,,,,,,,,,,,,,,,,,,,,
2/01/78,14:00,,,568.3,,,49.349,,,519.947,,,,,,,,,,,,,,,8,,,,,,26.2,,,17.6,,,61,,,923.17,,,287,,,2.1,,,,,,,,,,,,,,,,,,,,,
2/01/78,15:00,,,502.7,,,39.1754,,,467.275,,,,,,,,,,,,,,,8,,,,,,26.4,,,17.5,,,60,,,922.66,,,298,,,1.1,,,,,,,,,,,,,,,,,,,,,
2/01/78,16:00,,,516,,,179.203,,,376.63,,,,,,,,,,,,,,,8,,,,,,25.9,,,17.4,,,63,,,922.21,,,269,,,0.6,,,,,,,,,,,,,,,,,,,,,
2/01/78,17:00,,,306.5,,,52.0251,,,274.828,,,,,,,,,,,,,,,8,,,,,,24.7,,,17.6,,,68,,,922.01,,,282,,,1.3,,,,,,,,,,,,,,,,,,,,,
2/01/78,18:00,,,187.5,,,19.8284,,,179.391,,,,,,,,,,,,,,,8,,,,,,23.7,,,17.7,,,71,,,922.11,,,260,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/01/78,19:00,,,63.1,,,0,,,63.1,,,,,,,,,,,,,,,8,,,,,,23,,,18,,,75,,,922.56,,,114,,,0.2,,,,,,,,,,,,,,,,,,,,,
2/01/78,20:00,,,18.5,,,0,,,18.5,,,,,,,,,,,,,,,8,,,,,,22.4,,,17.9,,,77,,,923.04,,,96,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/01/78,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.9,,,18,,,79,,,923.64,,,100,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/01/78,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.7,,,18.1,,,81,,,924.08,,,105,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/01/78,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.5,,,18.2,,,82,,,924.38,,,78,,,0.6,,,,,,,,,,,,,,,,,,,,,
2/01/78,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.3,,,18.1,,,83,,,924.27,,,77,,,0.7,,,,,,,,,,,,,,,,,,,,,
3/01/78,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21,,,18,,,84,,,923.75,,,48,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/01/78,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.8,,,17.9,,,84,,,923.21,,,64,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/01/78,3:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,8,,,,,,20.7,,,17.9,,,85,,,922.76,,,16,,,0.3,,,,,,,,,,,,,,,,,,,,,
3/01/78,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.5,,,17.7,,,85,,,922.61,,,80,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/01/78,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.4,,,17.6,,,84,,,922.73,,,20,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/01/78,6:00,,,0.9,,,0,,,0.9,,,,,,,,,,,,,,,8,,,,,,20.4,,,17.6,,,85,,,923.21,,,51,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/01/78,7:00,,,16.1,,,0,,,16.1,,,,,,,,,,,,,,,8,,,,,,20.6,,,17.8,,,85,,,923.73,,,29,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/01/78,8:00,,,117.4,,,0.131694,,,117.356,,,,,,,,,,,,,,,8,,,,,,21.3,,,17.8,,,81,,,924.29,,,54,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/01/78,9:00,,,289.5,,,79.954,,,245.981,,,,,,,,,,,,,,,8,,,,,,22.5,,,17.9,,,76,,,924.61,,,47,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/01/78,10:00,,,435.1,,,73.0703,,,382.115,,,,,,,,,,,,,,,8,,,,,,23.6,,,17.6,,,70,,,924.79,,,26,,,0.6,,,,,,,,,,,,,,,,,,,,,
3/01/78,11:00,,,567.9,,,153.55,,,434.759,,,,,,,,,,,,,,,8,,,,,,24.5,,,17.2,,,66,,,924.79,,,331,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,12:00,,,547.3,,,87.7958,,,462.969,,,,,,,,,,,,,,,8,,,,,,25.4,,,17.1,,,63,,,924.57,,,311,,,1.2,,,,,,,,,,,,,,,,,,,,,
3/01/78,13:00,,,609,,,59.1423,,,549.911,,,,,,,,,,,,,,,8,,,,,,25.8,,,17.2,,,62,,,924.24,,,294,,,1.2,,,,,,,,,,,,,,,,,,,,,
3/01/78,14:00,,,575.4,,,97.1038,,,480.225,,,,,,,,,,,,,,,8,,,,,,26.2,,,16.9,,,59,,,923.75,,,283,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,15:00,,,612.6,,,168.998,,,459.665,,,,,,,,,,,,,,,9,,,,,,26.6,,,16.9,,,58,,,923.22,,,265,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,16:00,,,475.7,,,127.102,,,376.73,,,,,,,,,,,,,,,9,,,,,,26,,,17,,,61,,,922.77,,,221,,,1.2,,,,,,,,,,,,,,,,,,,,,
3/01/78,17:00,,,278.6,,,31.1345,,,259.612,,,,,,,,,,,,,,,9,,,,,,24.7,,,17.5,,,68,,,922.47,,,184,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,18:00,,,199,,,26.584,,,188.098,,,,,,,,,,,,,,,9,,,,,,24,,,17.5,,,70,,,922.6,,,144,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,19:00,,,80,,,12.9762,,,77.4962,,,,,,,,,,,,,,,9,,,,,,22.7,,,17.3,,,74,,,923.08,,,160,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,20:00,,,14.5,,,0,,,14.5,,,,,,,,,,,,,,,8,,,,,,21.7,,,17.7,,,79,,,923.79,,,156,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/01/78,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21.2,,,17.8,,,81,,,924.31,,,117,,,0.8,,,,,,,,,,,,,,,,,,,,,
3/01/78,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,9,,,,,,21,,,17.8,,,82,,,924.68,,,111,,,1,,,,,,,,,,,,,,,,,,,,,
3/01/78,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,21,,,17.5,,,81,,,925.16,,,107,,,1,,,,,,,,,,,,,,,,,,,,,
3/01/78,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.8,,,17.5,,,82,,,925.17,,,98,,,0.8,,,,,,,,,,,,,,,,,,,,,
4/01/78,1:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,20.6,,,17.5,,,83,,,924.72,,,104,,,0.7,,,,,,,,,,,,,,,,,,,,,
4/01/78,2:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,20.5,,,17.4,,,83,,,924.27,,,131,,,0.5,,,,,,,,,,,,,,,,,,,,,
4/01/78,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.3,,,17.3,,,83,,,923.91,,,120,,,0.5,,,,,,,,,,,,,,,,,,,,,
4/01/78,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.1,,,17.2,,,84,,,923.65,,,125,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/01/78,5:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,8,,,,,,19.9,,,17.1,,,84,,,923.67,,,114,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/01/78,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,19.9,,,17.2,,,85,,,924.07,,,108,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/01/78,7:00,,,16.9,,,0,,,16.9,,,,,,,,,,,,,,,8,,,,,,20.1,,,17.4,,,84,,,924.63,,,94,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/01/78,8:00,,,129.1,,,14.9935,,,124.079,,,,,,,,,,,,,,,8,,,,,,21,,,17.5,,,80,,,925.06,,,88,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/01/78,9:00,,,288,,,72.7446,,,248.534,,,,,,,,,,,,,,,8,,,,,,22.1,,,17.1,,,74,,,925.41,,,84,,,0.7,,,,,,,,,,,,,,,,,,,,,
4/01/78,10:00,,,447.9,,,124.252,,,357.977,,,,,,,,,,,,,,,8,,,,,,23.6,,,16.7,,,67,,,925.62,,,68,,,0.8,,,,,,,,,,,,,,,,,,,,,
4/01/78,11:00,,,661.2,,,294.142,,,406.442,,,,,,,,,,,,,,,8,,,,,,25.2,,,15.9,,,58,,,925.67,,,87,,,0.7,,,,,,,,,,,,,,,,,,,,,
4/01/78,12:00,,,651,,,149.32,,,507.652,,,,,,,,,,,,,,,8,,,,,,25.2,,,15.4,,,57,,,925.36,,,32,,,0.3,,,,,,,,,,,,,,,,,,,,,
4/01/78,13:00,,,658,,,80.9028,,,577.178,,,,,,,,,,,,,,,8,,,,,,26.1,,,15.7,,,55,,,925.01,,,283,,,0.2,,,,,,,,,,,,,,,,,,,,,
4/01/78,14:00,,,586.5,,,55.7819,,,531.809,,,,,,,,,,,,,,,9,,,,,,26.5,,,15.7,,,54,,,924.55,,,245,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/01/78,15:00,,,528.3,,,65.8494,,,468.666,,,,,,,,,,,,,,,9,,,,,,26.1,,,15.9,,,57,,,924.14,,,232,,,0.2,,,,,,,,,,,,,,,,,,,,,
4/01/78,16:00,,,396.8,,,30.9209,,,372.695,,,,,,,,,,,,,,,9,,,,,,25.1,,,16.9,,,63,,,923.87,,,174,,,1.2,,,,,,,,,,,,,,,,,,,,,
4/01/78,17:00,,,328.4,,,52.9562,,,296.046,,,,,,,,,,,,,,,9,,,,,,24,,,17.2,,,68,,,923.56,,,179,,,1.2,,,,,,,,,,,,,,,,,,,,,
4/01/78,18:00,,,217.4,,,86.6981,,,181.748,,,,,,,,,,,,,,,8,,,,,,23.5,,,17.5,,,70,,,923.59,,,155,,,1.3,,,,,,,,,,,,,,,,,,,,,
4/01/78,19:00,,,97.5,,,106.411,,,76.857,,,,,,,,,,,,,,,8,,,,,,22.8,,,16.8,,,71,,,923.96,,,139,,,1.2,,,,,,,,,,,,,,,,,,,,,
4/01/78,20:00,,,16,,,0,,,16,,,,,,,,,,,,,,,8,,,,,,22.2,,,16.8,,,73,,,924.57,,,133,,,1.4,,,,,,,,,,,,,,,,,,,,,
4/01/78,21:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,8,,,,,,21.8,,,16.8,,,74,,,925.14,,,122,,,1.3,,,,,,,,,,,,,,,,,,,,,
4/01/78,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,21.4,,,17.1,,,77,,,925.56,,,125,,,1.3,,,,,,,,,,,,,,,,,,,,,
4/01/78,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,20.8,,,17.3,,,80,,,925.97,,,127,,,0.8,,,,,,,,,,,,,,,,,,,,,
4/01/78,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,20.7,,,16.9,,,80,,,925.85,,,107,,,0.9,,,,,,,,,,,,,,,,,,,,,
5/01/78,1:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,6,,,,,,20.5,,,16.9,,,80,,,925.38,,,113,,,1,,,,,,,,,,,,,,,,,,,,,
5/01/78,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,20.4,,,16.9,,,81,,,924.86,,,100,,,0.7,,,,,,,,,,,,,,,,,,,,,
5/01/78,3:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,6,,,,,,20.3,,,17,,,82,,,924.37,,,83,,,0.5,,,,,,,,,,,,,,,,,,,,,
5/01/78,4:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,6,,,,,,20.1,,,17.1,,,83,,,924.07,,,85,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/01/78,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,20,,,17.1,,,83,,,924.13,,,78,,,0.7,,,,,,,,,,,,,,,,,,,,,
5/01/78,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,19.9,,,17.1,,,84,,,924.47,,,68,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/01/78,7:00,,,13.3,,,0,,,13.3,,,,,,,,,,,,,,,6,,,,,,20,,,17.1,,,84,,,925.11,,,82,,,1,,,,,,,,,,,,,,,,,,,,,
5/01/78,8:00,,,95.6,,,0,,,95.6,,,,,,,,,,,,,,,6,,,,,,20.7,,,17.3,,,81,,,925.53,,,74,,,1.3,,,,,,,,,,,,,,,,,,,,,
5/01/78,9:00,,,252.4,,,55.1714,,,222.566,,,,,,,,,,,,,,,6,,,,,,21.9,,,17.3,,,75,,,925.77,,,72,,,1,,,,,,,,,,,,,,,,,,,,,
5/01/78,10:00,,,495.9,,,187.907,,,360.175,,,,,,,,,,,,,,,6,,,,,,23.4,,,17,,,68,,,925.85,,,53,,,0.7,,,,,,,,,,,,,,,,,,,,,
5/01/78,11:00,,,607.4,,,126.197,,,498.225,,,,,,,,,,,,,,,6,,,,,,24.6,,,17.1,,,64,,,925.82,,,23,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/01/78,12:00,,,672.2,,,107.59,,,568.972,,,,,,,,,,,,,,,8,,,,,,25.9,,,16.9,,,59,,,925.53,,,339,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/01/78,13:00,,,657.6,,,80.7542,,,576.934,,,,,,,,,,,,,,,8,,,,,,26.5,,,16.7,,,56,,,925.05,,,315,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/01/78,14:00,,,680.1,,,101.288,,,580.761,,,,,,,,,,,,,,,8,,,,,,26.6,,,16.6,,,57,,,924.5,,,302,,,1.1,,,,,,,,,,,,,,,,,,,,,
5/01/78,15:00,,,583,,,97.6377,,,494.516,,,,,,,,,,,,,,,8,,,,,,26.5,,,17.3,,,58,,,923.9,,,258,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/01/78,16:00,,,473.1,,,76.3819,,,413.486,,,,,,,,,,,,,,,8,,,,,,26,,,17.2,,,61,,,923.51,,,226,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/01/78,17:00,,,356.3,,,73.9545,,,311.041,,,,,,,,,,,,,,,8,,,,,,25,,,17.2,,,65,,,923.28,,,223,,,0.1,,,,,,,,,,,,,,,,,,,,,
5/01/78,18:00,,,206.5,,,82.9128,,,172.316,,,,,,,,,,,,,,,8,,,,,,23.8,,,17.9,,,71,,,923.49,,,163,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/01/78,19:00,,,91.1,,,74.7796,,,76.5206,,,,,,,,,,,,,,,8,,,,,,22.8,,,18.2,,,76,,,923.86,,,146,,,1,,,,,,,,,,,,,,,,,,,,,
5/01/78,20:00,,,21.5,,,0,,,21.5,,,,,,,,,,,,,,,8,,,,,,22,,,18,,,79,,,924.3,,,129,,,1.1,,,,,,,,,,,,,,,,,,,,,
5/01/78,21:00,,,0.9,,,0,,,0.9,,,,,,,,,,,,,,,8,,,,,,21.8,,,17.9,,,80,,,924.83,,,147,,,1.1,,,,,,,,,,,,,,,,,,,,,
5/01/78,22:00,,,0.6,,,0,,,0.6,,,,,,,,,,,,,,,8,,,,,,21.4,,,18.1,,,82,,,925.38,,,111,,,0.9,,,,,,,,,,,,,,,,,,,,,
5/01/78,23:00,,,0.4,,,0,,,0.4,,,,,,,,,,,,,,,8,,,,,,21.1,,,17.8,,,82,,,925.85,,,84,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/01/78,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.9,,,17.6,,,82,,,925.66,,,69,,,0.7,,,,,,,,,,,,,,,,,,,,,
6/01/78,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.6,,,17.4,,,82,,,925.11,,,67,,,0.9,,,,,,,,,,,,,,,,,,,,,
6/01/78,2:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,8,,,,,,20.4,,,17.3,,,82,,,924.56,,,41,,,0.8,,,,,,,,,,,,,,,,,,,,,
6/01/78,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.4,,,17.2,,,82,,,924.09,,,46,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/01/78,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.3,,,17.2,,,83,,,923.77,,,77,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/01/78,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.1,,,17.3,,,84,,,923.81,,,53,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/01/78,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,20.1,,,17.3,,,84,,,924.19,,,59,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/01/78,7:00,,,15.5,,,0,,,15.5,,,,,,,,,,,,,,,8,,,,,,20.3,,,17.4,,,84,,,924.76,,,47,,,0.6,,,,,,,,,,,,,,,,,,,,,
6/01/78,8:00,,,109.1,,,0,,,109.1,,,,,,,,,,,,,,,8,,,,,,21.3,,,17.7,,,80,,,925.15,,,70,,,0.6,,,,,,,,,,,,,,,,,,,,,
6/01/78,9:00,,,287,,,80.9937,,,243.349,,,,,,,,,,,,,,,8,,,,,,22.6,,,17.6,,,74,,,925.39,,,45,,,0.6,,,,,,,,,,,,,,,,,,,,,
6/01/78,10:00,,,455.8,,,113.717,,,373.824,,,,,,,,,,,,,,,8,,,,,,23.8,,,17.5,,,68,,,925.49,,,338,,,0.8,,,,,,,,,,,,,,,,,,,,,
6/01/78,11:00,,,646,,,260.216,,,421.141,,,,,,,,,,,,,,,8,,,,,,25.2,,,17.2,,,62,,,925.47,,,332,,,0.9,,,,,,,,,,,,,,,,,,,,,
6/01/78,12:00,,,794.2,,,361.769,,,447.294,,,,,,,,,,,,,,,8,,,,,,26.4,,,16.6,,,56,,,925.17,,,312,,,1.6,,,,,,,,,,,,,,,,,,,,,
6/01/78,13:00,,,735.9,,,127.265,,,608.789,,,,,,,,,,,,,,,8,,,,,,26.9,,,16.3,,,53,,,924.71,,,294,,,1,,,,,,,,,,,,,,,,,,,,,
6/01/78,14:00,,,722.1,,,128.681,,,595.859,,,,,,,,,,,,,,,8,,,,,,27.6,,,15.9,,,51,,,924.14,,,295,,,1.6,,,,,,,,,,,,,,,,,,,,,
6/01/78,15:00,,,592.6,,,160.153,,,447.362,,,,,,,,,,,,,,,8,,,,,,27.2,,,16.2,,,53,,,923.6,,,273,,,1,,,,,,,,,,,,,,,,,,,,,
6/01/78,16:00,,,548.4,,,156.553,,,426.081,,,,,,,,,,,,,,,8,,,,,,27.3,,,16.6,,,54,,,923.08,,,243,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/01/78,17:00,,,417.6,,,138.03,,,332.991,,,,,,,,,,,,,,,8,,,,,,26.4,,,17,,,58,,,922.84,,,187,,,0.8,,,,,,,,,,,,,,,,,,,,,
