Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
1/06/94,15:00,,,419.3,,,273.558,,,256.598,,,,,,,,,,,,,,,8,,,,,,21,,,11.8,,,59,,,926.52,,,308,,,1.6,,,,,,,,,,,,,,,,,,,,,
1/06/94,16:00,,,326.6,,,343.053,,,167.902,,,,,,,,,,,,,,,8,,,,,,20.8,,,11.8,,,59,,,926.25,,,319,,,1.7,,,,,,,,,,,,,,,,,,,,,
1/06/94,17:00,,,206.7,,,457.795,,,74.504,,,,,,,,,,,,,,,8,,,,,,20.3,,,12.1,,,63,,,926.27,,,289,,,1.4,,,,,,,,,,,,,,,,,,,,,
1/06/94,18:00,,,71.5,,,294.605,,,46.4312,,,,,,,,,,,,,,,6,,,,,,19.5,,,12,,,65,,,926.62,,,302,,,1,,,,,,,,,,,,,,,,,,,,,
1/06/94,19:00,,,4.6,,,0,,,4.6,,,,,,,,,,,,,,,6,,,,,,19.1,,,12,,,66,,,864.73,,,336,,,0.6,,,,,,,,,,,,,,,,,,,,,
1/06/94,20:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.9,,,12.8,,,74,,,927.3,,,317,,,0.2,,,,,,,,,,,,,,,,,,,,,
1/06/94,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,17.3,,,12.7,,,76,,,927.71,,,11,,,0.3,,,,,,,,,,,,,,,,,,,,,
1/06/94,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.9,,,12.6,,,77,,,927.81,,,358,,,0.2,,,,,,,,,,,,,,,,,,,,,
1/06/94,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,16.6,,,12.5,,,78,,,927.97,,,357,,,0.6,,,,,,,,,,,,,,,,,,,,,
1/06/94,24:00:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,6,,,,,,16.3,,,12.3,,,79,,,927.99,,,10,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/06/94,1:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,6,,,,,,16.1,,,12.4,,,79,,,927.7,,,2,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/06/94,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,15.8,,,12.3,,,81,,,927.43,,,342,,,0.1,,,,,,,,,,,,,,,,,,,,,
2/06/94,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,15.6,,,12.3,,,82,,,927.01,,,10,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/06/94,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,15.3,,,12.3,,,83,,,926.79,,,319,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/06/94,5:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,6,,,,,,15.2,,,12.3,,,84,,,926.76,,,314,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/06/94,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,15,,,12.3,,,85,,,926.87,,,278,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/06/94,7:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,15,,,12.3,,,84,,,927.3,,,353,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/06/94,8:00,,,3.2,,,0,,,3.2,,,,,,,,,,,,,,,8,,,,,,15.1,,,12.4,,,85,,,927.92,,,325,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/06/94,9:00,,,44,,,0,,,44,,,,,,,,,,,,,,,8,,,,,,15.6,,,12.4,,,82,,,928.49,,,329,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/06/94,10:00,,,150.5,,,5.05816,,,148.273,,,,,,,,,,,,,,,8,,,,,,16.4,,,12.5,,,79,,,929.05,,,330,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/06/94,11:00,,,215.7,,,21.1269,,,203.481,,,,,,,,,,,,,,,8,,,,,,17,,,12.2,,,74,,,929.17,,,84,,,0.1,,,,,,,,,,,,,,,,,,,,,
2/06/94,12:00,,,346.6,,,72.5245,,,298.234,,,,,,,,,,,,,,,8,,,,,,17.9,,,12.1,,,71,,,928.84,,,322,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/06/94,13:00,,,431.4,,,123.787,,,344.782,,,,,,,,,,,,,,,8,,,,,,18.7,,,12.1,,,67,,,928.29,,,339,,,0.7,,,,,,,,,,,,,,,,,,,,,
2/06/94,14:00,,,437.4,,,165.603,,,325.673,,,,,,,,,,,,,,,8,,,,,,19,,,11.9,,,66,,,927.45,,,277,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/06/94,15:00,,,386.2,,,184.819,,,276.525,,,,,,,,,,,,,,,8,,,,,,19.3,,,11.7,,,64,,,926.93,,,286,,,0.6,,,,,,,,,,,,,,,,,,,,,
2/06/94,16:00,,,309.7,,,239.279,,,199.271,,,,,,,,,,,,,,,8,,,,,,19.5,,,11.6,,,63,,,926.77,,,281,,,0.3,,,,,,,,,,,,,,,,,,,,,
2/06/94,17:00,,,185.7,,,314.668,,,95.0979,,,,,,,,,,,,,,,8,,,,,,19.3,,,11.7,,,64,,,926.79,,,214,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/06/94,18:00,,,69.5,,,301.621,,,44.0092,,,,,,,,,,,,,,,8,,,,,,18.2,,,12.1,,,70,,,927.09,,,192,,,0.4,,,,,,,,,,,,,,,,,,,,,
2/06/94,19:00,,,3.6,,,0,,,3.6,,,,,,,,,,,,,,,8,,,,,,17.1,,,12.4,,,75,,,927.53,,,183,,,0.9,,,,,,,,,,,,,,,,,,,,,
2/06/94,20:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,16.7,,,12.5,,,77,,,928,,,141,,,0.7,,,,,,,,,,,,,,,,,,,,,
2/06/94,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16.4,,,12.5,,,79,,,928.37,,,113,,,0.5,,,,,,,,,,,,,,,,,,,,,
2/06/94,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,16.2,,,12.5,,,80,,,928.59,,,99,,,0.9,,,,,,,,,,,,,,,,,,,,,
2/06/94,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,16,,,12.5,,,80,,,928.72,,,77,,,0.7,,,,,,,,,,,,,,,,,,,,,
2/06/94,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,16,,,12.4,,,80,,,928.69,,,74,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,15.7,,,12.4,,,82,,,928.62,,,72,,,0.6,,,,,,,,,,,,,,,,,,,,,
3/06/94,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,15.5,,,12.4,,,83,,,928.44,,,68,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,15.2,,,12.4,,,84,,,928.15,,,75,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/06/94,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,15,,,12.5,,,85,,,927.82,,,76,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,5:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,14.8,,,12.5,,,86,,,927.67,,,66,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/06/94,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,8,,,,,,14.9,,,12.5,,,86,,,927.69,,,76,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,7:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,8,,,,,,14.7,,,12.4,,,86,,,928.23,,,86,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,8:00,,,3.5,,,0,,,3.5,,,,,,,,,,,,,,,8,,,,,,14.8,,,12.4,,,86,,,928.8,,,95,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/06/94,9:00,,,56.2,,,0,,,56.2,,,,,,,,,,,,,,,8,,,,,,15.4,,,12.5,,,83,,,929.49,,,86,,,0.6,,,,,,,,,,,,,,,,,,,,,
3/06/94,10:00,,,193.3,,,33.1996,,,178.745,,,,,,,,,,,,,,,8,,,,,,16.5,,,12.5,,,78,,,930.11,,,88,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,11:00,,,340.6,,,137.206,,,261.494,,,,,,,,,,,,,,,8,,,,,,17.7,,,12.3,,,72,,,930.17,,,70,,,1,,,,,,,,,,,,,,,,,,,,,
3/06/94,12:00,,,436.1,,,163.795,,,327.158,,,,,,,,,,,,,,,8,,,,,,18.8,,,12.1,,,66,,,929.78,,,74,,,0.6,,,,,,,,,,,,,,,,,,,,,
3/06/94,13:00,,,518.8,,,313.013,,,300.294,,,,,,,,,,,,,,,8,,,,,,19.7,,,11.6,,,61,,,929.22,,,342,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,14:00,,,501.5,,,323.615,,,283.646,,,,,,,,,,,,,,,6,,,,,,20.4,,,11.3,,,57,,,928.42,,,302,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/06/94,15:00,,,458.9,,,384.099,,,231.454,,,,,,,,,,,,,,,6,,,,,,20.7,,,11.1,,,56,,,927.88,,,274,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,16:00,,,373.4,,,547.402,,,121.326,,,,,,,,,,,,,,,6,,,,,,20.6,,,11,,,56,,,927.76,,,223,,,0.5,,,,,,,,,,,,,,,,,,,,,
3/06/94,17:00,,,234,,,523.745,,,83.5958,,,,,,,,,,,,,,,6,,,,,,20,,,11.6,,,60,,,927.83,,,219,,,0.4,,,,,,,,,,,,,,,,,,,,,
3/06/94,18:00,,,81.6,,,278.502,,,58.2043,,,,,,,,,,,,,,,5,,,,,,19,,,12,,,65,,,928.25,,,175,,,0.7,,,,,,,,,,,,,,,,,,,,,
3/06/94,19:00,,,3,,,0,,,3,,,,,,,,,,,,,,,5,,,,,,17.7,,,12.1,,,71,,,928.71,,,159,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/06/94,20:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,16.9,,,12.2,,,75,,,929.13,,,135,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/06/94,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.3,,,12.2,,,77,,,929.55,,,140,,,1,,,,,,,,,,,,,,,,,,,,,
3/06/94,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,15.8,,,11.9,,,78,,,929.77,,,130,,,0.9,,,,,,,,,,,,,,,,,,,,,
3/06/94,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,15.6,,,11.8,,,79,,,929.93,,,106,,,0.8,,,,,,,,,,,,,,,,,,,,,
3/06/94,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,15.4,,,11.7,,,80,,,929.98,,,92,,,0.7,,,,,,,,,,,,,,,,,,,,,
4/06/94,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,15,,,11.8,,,81,,,929.75,,,101,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/06/94,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,14.8,,,11.7,,,82,,,929.71,,,129,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/06/94,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,14.3,,,11.6,,,84,,,929.3,,,101,,,0.5,,,,,,,,,,,,,,,,,,,,,
4/06/94,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,14.2,,,11.5,,,84,,,929.03,,,92,,,0.5,,,,,,,,,,,,,,,,,,,,,
4/06/94,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,13.9,,,11.4,,,85,,,928.99,,,124,,,0.8,,,,,,,,,,,,,,,,,,,,,
4/06/94,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,13.7,,,11.3,,,86,,,929.09,,,95,,,0.9,,,,,,,,,,,,,,,,,,,,,
4/06/94,7:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,6,,,,,,13.5,,,11.3,,,87,,,929.45,,,83,,,1.2,,,,,,,,,,,,,,,,,,,,,
4/06/94,8:00,,,3.6,,,0,,,3.6,,,,,,,,,,,,,,,6,,,,,,13.6,,,11.4,,,87,,,930.03,,,82,,,1.1,,,,,,,,,,,,,,,,,,,,,
4/06/94,9:00,,,58.1,,,0,,,58.1,,,,,,,,,,,,,,,6,,,,,,14.5,,,11.3,,,82,,,930.49,,,80,,,1.3,,,,,,,,,,,,,,,,,,,,,
4/06/94,10:00,,,202.8,,,44.5338,,,183.355,,,,,,,,,,,,,,,6,,,,,,15.6,,,11.5,,,77,,,930.87,,,76,,,1.4,,,,,,,,,,,,,,,,,,,,,
4/06/94,11:00,,,393.5,,,241.536,,,254.671,,,,,,,,,,,,,,,6,,,,,,17.1,,,11.5,,,70,,,931.03,,,94,,,1.1,,,,,,,,,,,,,,,,,,,,,
4/06/94,12:00,,,523.7,,,382.577,,,269.897,,,,,,,,,,,,,,,6,,,,,,18.4,,,11.3,,,64,,,930.73,,,94,,,1.1,,,,,,,,,,,,,,,,,,,,,
4/06/94,13:00,,,545.8,,,379.868,,,281.224,,,,,,,,,,,,,,,6,,,,,,19.8,,,11.2,,,59,,,930.11,,,75,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/06/94,14:00,,,548.7,,,462.04,,,238.306,,,,,,,,,,,,,,,5,,,,,,20.8,,,10.5,,,53,,,929.19,,,30,,,0.4,,,,,,,,,,,,,,,,,,,,,
4/06/94,15:00,,,494.3,,,544.074,,,172.765,,,,,,,,,,,,,,,5,,,,,,21.4,,,10.6,,,52,,,928.63,,,340,,,0.2,,,,,,,,,,,,,,,,,,,,,
4/06/94,16:00,,,383.6,,,609.173,,,103.65,,,,,,,,,,,,,,,5,,,,,,21.4,,,10.3,,,52,,,928.43,,,36,,,0.1,,,,,,,,,,,,,,,,,,,,,
4/06/94,17:00,,,245.3,,,576.263,,,80.2059,,,,,,,,,,,,,,,5,,,,,,20.9,,,10.4,,,54,,,928.38,,,15,,,0,,,,,,,,,,,,,,,,,,,,,
4/06/94,18:00,,,78.1,,,323.837,,,51.0365,,,,,,,,,,,,,,,5,,,,,,19.8,,,10.7,,,59,,,928.61,,,48,,,0.3,,,,,,,,,,,,,,,,,,,,,
4/06/94,19:00,,,3.7,,,0,,,3.7,,,,,,,,,,,,,,,5,,,,,,18.7,,,11.3,,,64,,,928.79,,,109,,,0.4,,,,,,,,,,,,,,,,,,,,,
4/06/94,20:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,17.9,,,11.6,,,68,,,929.03,,,88,,,0.4,,,,,,,,,,,,,,,,,,,,,
4/06/94,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,17.3,,,11.8,,,72,,,929.33,,,96,,,0.6,,,,,,,,,,,,,,,,,,,,,
4/06/94,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.8,,,11.9,,,74,,,929.51,,,97,,,0.9,,,,,,,,,,,,,,,,,,,,,
4/06/94,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.4,,,11.9,,,76,,,929.52,,,88,,,0.7,,,,,,,,,,,,,,,,,,,,,
4/06/94,24:00:00,,,0.4,,,0,,,0.4,,,,,,,,,,,,,,,5,,,,,,15.7,,,12,,,79,,,929.57,,,86,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/06/94,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,15.5,,,12.1,,,81,,,929.4,,,81,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/06/94,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,15.2,,,12.1,,,82,,,929.09,,,65,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/06/94,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,15,,,12.2,,,84,,,928.71,,,58,,,0.5,,,,,,,,,,,,,,,,,,,,,
5/06/94,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,14.9,,,12.1,,,84,,,928.23,,,62,,,0.5,,,,,,,,,,,,,,,,,,,,,
5/06/94,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,14.7,,,12.2,,,86,,,928.19,,,76,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/06/94,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,14.6,,,12.3,,,87,,,928.15,,,40,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/06/94,7:00,,,0,,,0,,,0,,,,,,,,,,,,,,,6,,,,,,14.5,,,12.3,,,87,,,928.51,,,54,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,8:00,,,3,,,0,,,3,,,,,,,,,,,,,,,6,,,,,,14.3,,,12.4,,,89,,,929.1,,,60,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/06/94,9:00,,,46.9,,,0,,,46.9,,,,,,,,,,,,,,,8,,,,,,14.6,,,12.7,,,88,,,929.62,,,96,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,10:00,,,140.4,,,1.55319,,,139.724,,,,,,,,,,,,,,,8,,,,,,15.6,,,13.1,,,85,,,930.25,,,78,,,0.8,,,,,,,,,,,,,,,,,,,,,
5/06/94,11:00,,,327.9,,,121.487,,,258.28,,,,,,,,,,,,,,,8,,,,,,17.5,,,13.5,,,78,,,930.49,,,62,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,12:00,,,433.1,,,174.657,,,317.518,,,,,,,,,,,,,,,6,,,,,,19,,,13.1,,,70,,,930.21,,,35,,,0.7,,,,,,,,,,,,,,,,,,,,,
5/06/94,13:00,,,461.9,,,167.131,,,345.745,,,,,,,,,,,,,,,6,,,,,,19.9,,,12.8,,,65,,,929.51,,,31,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/06/94,14:00,,,509.4,,,331.952,,,286.835,,,,,,,,,,,,,,,6,,,,,,21.1,,,12,,,58,,,928.43,,,346,,,1.3,,,,,,,,,,,,,,,,,,,,,
5/06/94,15:00,,,466.9,,,435.475,,,210.022,,,,,,,,,,,,,,,5,,,,,,21.5,,,11.2,,,55,,,927.76,,,349,,,0.9,,,,,,,,,,,,,,,,,,,,,
5/06/94,16:00,,,342,,,403.767,,,156.79,,,,,,,,,,,,,,,5,,,,,,21.4,,,11.4,,,56,,,927.5,,,329,,,0.9,,,,,,,,,,,,,,,,,,,,,
5/06/94,17:00,,,197.3,,,342.393,,,99.4134,,,,,,,,,,,,,,,5,,,,,,21,,,11.6,,,58,,,927.5,,,313,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,18:00,,,65.3,,,305.948,,,39.8422,,,,,,,,,,,,,,,5,,,,,,19.8,,,12.2,,,64,,,927.75,,,17,,,0.5,,,,,,,,,,,,,,,,,,,,,
5/06/94,19:00,,,3.1,,,0,,,3.1,,,,,,,,,,,,,,,4,,,,,,19,,,12.9,,,69,,,927.99,,,40,,,0.4,,,,,,,,,,,,,,,,,,,,,
5/06/94,20:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,18.2,,,13.1,,,73,,,928.3,,,54,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,17.7,,,13.1,,,76,,,928.55,,,47,,,0.7,,,,,,,,,,,,,,,,,,,,,
5/06/94,22:00,,,0,,,0,,,0,,,,,,,,,,,,,,,3,,,,,,17.2,,,13,,,77,,,928.73,,,36,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,3,,,,,,17,,,13,,,78,,,928.79,,,28,,,0.6,,,,,,,,,,,,,,,,,,,,,
5/06/94,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.7,,,12.8,,,79,,,928.71,,,48,,,0.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.3,,,12.7,,,80,,,928.54,,,49,,,0.2,,,,,,,,,,,,,,,,,,,,,
6/06/94,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.3,,,12.4,,,79,,,928.31,,,29,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/06/94,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.1,,,12.4,,,80,,,928.11,,,64,,,0.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,4:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,15.8,,,12.2,,,80,,,927.85,,,36,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/06/94,5:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,15.4,,,12.2,,,82,,,927.7,,,32,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/06/94,6:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,15.4,,,12.2,,,82,,,927.69,,,39,,,0.6,,,,,,,,,,,,,,,,,,,,,
6/06/94,7:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,4,,,,,,14.9,,,11.9,,,83,,,928.15,,,56,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/06/94,8:00,,,3.1,,,0,,,3.1,,,,,,,,,,,,,,,5,,,,,,14.7,,,11.8,,,83,,,928.72,,,62,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/06/94,9:00,,,55.1,,,0,,,55.1,,,,,,,,,,,,,,,5,,,,,,15.6,,,12.1,,,80,,,929.39,,,99,,,0.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,10:00,,,196.9,,,39.1005,,,179.959,,,,,,,,,,,,,,,5,,,,,,16.6,,,12.5,,,78,,,929.88,,,90,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/06/94,11:00,,,325.2,,,119.224,,,257.074,,,,,,,,,,,,,,,5,,,,,,17.9,,,12.5,,,72,,,929.99,,,102,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/06/94,12:00,,,452.5,,,195.28,,,323.575,,,,,,,,,,,,,,,5,,,,,,19.7,,,12.5,,,65,,,929.61,,,360,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/06/94,13:00,,,524.4,,,319.184,,,303.024,,,,,,,,,,,,,,,5,,,,,,20.9,,,12,,,59,,,928.85,,,328,,,0.7,,,,,,,,,,,,,,,,,,,,,
6/06/94,14:00,,,519.7,,,364.397,,,275.832,,,,,,,,,,,,,,,5,,,,,,21.5,,,11.7,,,57,,,927.87,,,328,,,1.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,15:00,,,452,,,392.529,,,220.852,,,,,,,,,,,,,,,5,,,,,,21.9,,,11.4,,,55,,,927.29,,,314,,,1,,,,,,,,,,,,,,,,,,,,,
6/06/94,16:00,,,369.9,,,541.859,,,121.763,,,,,,,,,,,,,,,5,,,,,,22.1,,,11.3,,,54,,,927.04,,,305,,,1.2,,,,,,,,,,,,,,,,,,,,,
6/06/94,17:00,,,216.5,,,521.108,,,67.793,,,,,,,,,,,,,,,5,,,,,,21.5,,,11.3,,,57,,,926.83,,,336,,,0.9,,,,,,,,,,,,,,,,,,,,,
6/06/94,18:00,,,63.2,,,309.276,,,37.5552,,,,,,,,,,,,,,,5,,,,,,20.3,,,11.5,,,61,,,927.12,,,7,,,0.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,19:00,,,2.9,,,0,,,2.9,,,,,,,,,,,,,,,4,,,,,,19.1,,,12.4,,,68,,,865.6,,,61,,,0.2,,,,,,,,,,,,,,,,,,,,,
6/06/94,20:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,4,,,,,,18.6,,,12.9,,,71,,,927.83,,,101,,,0.4,,,,,,,,,,,,,,,,,,,,,
6/06/94,21:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,18.2,,,13.1,,,74,,,928.24,,,357,,,0.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,22:00,,,1.5,,,0,,,1.5,,,,,,,,,,,,,,,4,,,,,,17.4,,,12.8,,,76,,,928.39,,,97,,,0.5,,,,,,,,,,,,,,,,,,,,,
6/06/94,23:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,17,,,12.9,,,78,,,928.55,,,106,,,0.3,,,,,,,,,,,,,,,,,,,,,
6/06/94,24:00:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.6,,,12.9,,,80,,,928.61,,,64,,,0.5,,,,,,,,,,,,,,,,,,,,,
7/06/94,1:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.2,,,12.9,,,81,,,928.54,,,78,,,0.5,,,,,,,,,,,,,,,,,,,,,
7/06/94,2:00,,,0,,,0,,,0,,,,,,,,,,,,,,,4,,,,,,16.1,,,12.9,,,82,,,928.41,,,64,,,0.4,,,,,,,,,,,,,,,,,,,,,
7/06/94,3:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,15.9,,,12.9,,,83,,,928.27,,,59,,,0.5,,,,,,,,,,,,,,,,,,,,,
7/06/94,4:00,,,0.1,,,0,,,0.1,,,,,,,,,,,,,,,5,,,,,,15.6,,,12.8,,,84,,,927.91,,,67,,,0.5,,,,,,,,,,,,,,,,,,,,,
7/06/94,5:00,,,0.3,,,0,,,0.3,,,,,,,,,,,,,,,5,,,,,,15.3,,,12.7,,,85,,,927.87,,,82,,,0.5,,,,,,,,,,,,,,,,,,,,,
7/06/94,6:00,,,0.2,,,0,,,0.2,,,,,,,,,,,,,,,5,,,,,,15.1,,,12.6,,,85,,,928.12,,,75,,,0.2,,,,,,,,,,,,,,,,,,,,,
7/06/94,7:00,,,0,,,0,,,0,,,,,,,,,,,,,,,5,,,,,,14.8,,,12.5,,,86,,,928.43,,,95,,,0.2,,,,,,,,,,,,,,,,,,,,,
7/06/94,8:00,,,2.5,,,0,,,2.5,,,,,,,,,,,,,,,5,,,,,,14.6,,,12.4,,,87,,,928.98,,,94,,,0.4,,,,,,,,,,,,,,,,,,,,,
