X,Y,Z,within,lon,lat,lon_wsta,lat_wsta,h_wsta,north_wsta,east_wsta,azimuth_pyproj,azimuth_back_pyproj,distance_pyproj,dif_z,elevation_pyproj,zenith_view_pyproj,azimuth_pyproj_360,azimuth_pyproj_class360,euclidean_distance,azimuth_bearing,azimuth_bearing_360,azimuth_bearing_class360,elevation_manual,zenith_view_manual,distance_comparison,azimuth_comparison,elevation_comparison,azimuth_class_comparison,azimuth_hor
215002.5,497867.5,19.008773803710938,False,6.270152937949629,52.46526028863557,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,12.536507227852908,-167.45463166435638,3499.5097435212683,13.968773803710938,0.2287027589320301,89.77129724106797,12.536507227852908,13.0,3499.296384081478,12.506179146098084,12.506179146098084,13.0,0.2287167032707808,89.77128329672922,0.2133594397901106,0.0303280817548223,1.3944338750654373e-05,0.0,-167.0
214127.5,497692.5,26.6743278503418,False,6.257247632773568,52.46378285960155,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-2.069315193014159,177.9293143330078,3253.735962215271,21.6343278503418,0.3809582050652502,89.61904179493474,357.9306848069858,358.0,3253.536292173393,357.9358493624808,357.9358493624808,358.0,0.380981583842028,89.61901841615797,0.1996700418776527,360.00516455549496,2.337877677777156e-05,0.0,178.0
215017.5,497492.5,14.854784965515137,False,6.270306326953767,52.46188869766261,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,14.211111638319194,-165.77990584712455,3136.894057678446,9.814784965515138,0.1792677438222891,89.8207322561777,14.211111638319194,14.0,3136.702617777697,14.177045975905257,14.177045975905257,14.0,0.1792786848579149,89.82072131514208,0.1914399007500833,0.0340656624139388,1.0941035625766649e-05,0.0,-166.0
215452.5,497387.5,17.207378387451172,False,6.276687227204346,52.460897250831394,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,22.331313203652268,-157.65464557872232,3168.274479306618,12.167378387451173,0.2200364919974861,89.77996350800251,22.331313203652268,22.0,3168.081531331776,22.28099362486939,22.28099362486939,22.0,0.2200498929082996,89.77995010709171,0.1929479748423546,0.0503195787828794,1.3400910813532452e-05,0.0,-158.0
215902.5,497287.5,22.599836349487305,False,6.283289425393351,52.45994872546733,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,30.325305271562844,-149.65541942615073,3273.091645944261,17.559836349487306,0.3073836507242524,89.69261634927575,30.325305271562844,30.0,3272.8927282337986,30.26289316787081,30.26289316787081,30.0,0.3074023323260626,89.69259766767394,0.1989177104628652,0.0624121036920328,1.868160181017764e-05,0.0,-150.0
212972.5,497252.5,9.459830284118652,False,6.240177705046624,52.45995229809349,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-24.33365157143904,155.65144507678147,3101.01901015091,4.419830284118652,0.0816626564161694,89.91833734358383,335.666348428561,336.0,3100.8274068852697,335.72010452154024,335.72010452154024,336.0,0.0816677024275737,89.91833229757242,0.191603265640424,360.05375609297926,5.046011404316597e-06,0.0,156.0
215552.5,497247.5,14.4391450881958,False,6.278133080828112,52.45962808697482,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,25.023448584680064,-154.96136405766487,3078.4144923219446,9.399145088195802,0.1749373492390882,89.82506265076091,25.023448584680064,25.0,3078.2270794639708,24.968568461822727,24.968568461822727,25.0,0.1749479999493726,89.82505200005063,0.187412857973868,0.0548801228573374,1.06507102843878e-05,0.0,-155.0
216377.5,497237.5,15.027833938598633,False,6.290268298425175,52.4594463534087,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,37.52440048721575,-142.45079149500597,3492.049599523282,9.987833938598634,0.1638748690105359,89.83612513098946,37.52440048721575,38.0,3491.838096492095,37.45520625935199,37.45520625935199,37.0,0.1638847949697392,89.83611520503027,0.2115030311870214,0.0691942278637611,9.925959203266332e-06,1.0,-142.0
215747.5,497197.5,15.70131492614746,False,6.280992761737294,52.45915715939788,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,28.667890662215147,-151.3146549062345,3119.5161787822226,10.661314926147458,0.1958143301965084,89.80418566980349,28.667890662215147,29.0,3119.3264431470534,28.60761453151377,28.60761453151377,29.0,0.1958262406738722,89.80417375932613,0.1897356351691996,0.060276130701375,1.1910477363707985e-05,0.0,-151.0
212347.5,497192.5,15.023221015930176,False,6.230972498560756,52.45947892873683,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-34.4665940497687,145.51120484895912,3363.497673404107,9.983221015930177,0.1700595053158486,89.82994049468415,325.5334059502313,326.0,3363.2890111105726,325.600231624616,325.600231624616,326.0,0.1700700559399176,89.82992994406008,0.2086622935344166,360.06682567438475,1.0550624068961234e-05,0.0,146.0
