X,Y,Z,within,lon,lat,lon_wsta,lat_wsta,h_wsta,north_wsta,east_wsta,azimuth_pyproj,azimuth_back_pyproj,distance_pyproj,dif_z,elevation_pyproj,zenith_view_pyproj,azimuth_pyproj_360,azimuth_pyproj_class360,euclidean_distance,azimuth_bearing,azimuth_bearing_360,azimuth_bearing_class360,elevation_manual,zenith_view_manual,distance_comparison,azimuth_comparison,elevation_comparison,azimuth_class_comparison,azimuth_hor
213627.5,496827.5,12.696021080017088,False,6.249739444151554,52.45606325365905,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-14.704488356430476,165.2881889592932,2473.663122929365,7.656021080017088,0.1773306522784474,89.82266934772156,345.2955116435695,345.0,2473.51057050613,345.3306590333171,345.3306590333171,345.0,0.1773415889804246,89.82265841101957,0.1525524232347379,360.0351473897476,1.0936701977132255e-05,0.0,165.0
213582.5,496812.5,13.156659126281738,False,6.249074843559806,52.45593327163983,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-15.802677096036442,164.18947334983017,2471.600983004728,8.11665912628174,0.1881568437303081,89.81184315626969,344.19732290396354,344.0,2471.448504157247,344.2348350243279,344.2348350243279,344.0,0.1881684521989216,89.81183154780108,0.1524788474803244,360.03751212036434,1.1608468613449883e-05,0.0,164.0
213867.5,496777.5,16.975135803222656,False,6.253261166914217,52.4555881748048,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-9.427642913071985,170.56782634010185,2371.7909450789343,11.935135803222655,0.2883167839429621,89.71168321605704,350.57235708692804,351.0,2371.644778490261,350.5954875908328,350.5954875908328,351.0,0.2883345528642078,89.71166544713579,0.146166588673168,360.0231305039048,1.7768921245719937e-05,0.0,171.0
213392.5,496762.5,11.170835494995115,False,6.246271122518007,52.45550423801952,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-20.334810304001547,159.65511746141638,2485.369399715614,6.130835494995115,0.1413352422804861,89.85866475771951,339.66518969599844,340.0,2485.2159108766173,339.7118425539862,339.7118425539862,340.0,0.1413439712179366,89.85865602878206,0.153488838996509,360.04665285798774,8.728937450519503e-06,0.0,160.0
213282.5,496732.5,7.880633831024171,False,6.244647756827423,52.45524635987393,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-22.93633236239754,157.0523084687265,2499.4081861796653,2.8406338310241708,0.0651179189070477,89.93488208109295,337.06366763760246,337.0,2499.253765945495,337.1150558930762,337.1150558930762,337.0,0.0651219423142597,89.93487805768574,0.1544202341701748,360.05138825547374,4.023407211978247e-06,0.0,157.0
213347.5,496732.5,5.586305141448976,False,6.24560392373881,52.455239436829295,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-21.55698951967626,158.43240933008977,2474.073412446042,0.5463051414489764,0.0126515964583498,89.98734840354165,338.4430104803237,338.0,2473.920646065423,338.4919383107076,338.4919383107076,338.0,0.0126523777035124,89.98734762229648,0.1527663806186865,360.0489278303839,7.812451625031913e-07,0.0,158.0
213352.5,496732.5,12.2519474029541,False,6.245677475207147,52.45523890495214,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-21.4497269263396,158.53973023268253,2472.184724391626,7.2119474029541,0.1671448625990067,89.832855137401,338.5502730736604,339.0,2472.031984106782,338.59900475604724,338.59900475604724,339.0,0.1671551899771442,89.83284481002286,0.1527402848437304,360.04873168238686,1.0327378137442444e-05,0.0,159.0
213727.5,496727.5,16.017810821533203,False,6.2511929384936815,52.45515387984192,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-13.001978756970434,166.99185088594774,2351.7353792333647,10.977810821533204,0.2674525652422513,89.73254743475775,346.99802124302954,347.0,2351.590322419038,347.0294025353401,347.0294025353401,347.0,0.2674690626963851,89.73253093730361,0.1450568143268356,360.0313812923106,1.6497454133790335e-05,0.0,167.0
213987.5,496707.5,15.851921081542969,False,6.255014064059734,52.45494620011919,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,-6.771818393708273,173.2250405162463,2284.247172351008,10.81192108154297,0.271193427650002,89.72880657235,353.22818160629174,353.0,2284.1064732153345,353.244942347614,353.244942347614,353.0,0.2712101326991651,89.72878986730083,0.1406991356734579,360.01676074132223,1.6705049163068253e-05,0.0,173.0
215332.5,496707.5,3.35917592048645,False,6.274799115302696,52.454799649839856,6.258976254721337,52.43456167553207,5.04,494442.73576863104,214284.12325818447,25.529680659024244,-154.4577755273798,2495.798662958881,-1.6808240795135498,-0.0385864904608658,90.03858649046087,25.529680659024244,26.0,2495.6463724790774,25.4739922309028,25.4739922309028,25.0,-0.0385888451027069,90.03858884510271,0.1522904798034687,0.0556884281214458,2.354641841104121e-06,1.0,-154.0
