Date (MM/DD/YYYY),Time (HH:MM),ETR (W/m^2),ETRN (W/m^2),GHI (W/m^2),GHI source,GHI uncert (%),DNI (W/m^2),DNI source,DNI uncert (%),DHI (W/m^2),DHI source,DHI uncert (%),GH illum (lx),GH illum source,Global illum uncert (%),DN illum (lx),DN illum source,DN illum uncert (%),DH illum (lx),DH illum source,DH illum uncert (%),Zenith lum (cd/m^2),Zenith lum source,Zenith lum uncert (%),TotCld (tenths),TotCld source,TotCld uncert (code),OpqCld (tenths),OpqCld source,OpqCld uncert (code),Dry-bulb (C),Dry-bulb source,Dry-bulb uncert (code),Dew-point (C),Dew-point source,Dew-point uncert (code),RHum (%),RHum source,RHum uncert (code),Pressure (mbar),Pressure source,Pressure uncert (code),Wdir (degrees),Wdir source,Wdir uncert (code),Wspd (m/s),Wspd source,Wspd uncert (code),Hvis (m),Hvis source,Hvis uncert (code),CeilHgt (m),CeilHgt source,CeilHgt uncert (code),Pwat (cm),Pwat source,Pwat uncert (code),AOD (unitless),AOD source,AOD uncert (code),Alb (unitless),Alb source,Alb uncert (code),Lprecip depth (mm),Lprecip quantity (hr),Lprecip source,Lprecip uncert (code)
07/20/2015,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,10,,,10.20,,,9.80,,,97,,,1012.81,,,220,,,1.00,,,777700,,,1606,,,260,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,10.40,,,10.00,,,97,,,1012.81,,,230,,,1.00,,,777700,,,1622,,,270,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,04:00,0,0,31,,,0,,,16,,,8482,,,28054,,,4247,,,4294,,,2,,,10,,,9.40,,,9.30,,,99,,,1012.81,,,208,,,0.00,,,777700,,,77777,,,250,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,05:00,50,403,124,,,392,,,47,,,21037,,,49790,,,7891,,,6392,,,0,,,10,,,9.10,,,9.00,,,99,,,1012.81,,,200,,,0.00,,,777700,,,77777,,,240,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,06:00,238,1323,263,,,566,,,72,,,36365,,,64012,,,10909,,,6096,,,1,,,10,,,11.60,,,11.40,,,99,,,1012.81,,,200,,,1.00,,,777700,,,77777,,,310,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,07:00,435,1323,409,,,665,,,94,,,50059,,,66330,,,15095,,,5983,,,1,,,8,,,15.00,,,12.30,,,84,,,1012.82,,,190,,,2.00,,,777700,,,77777,,,330,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,08:00,627,1323,505,,,617,,,138,,,60836,,,60138,,,22096,,,6549,,,5,,,5,,,17.20,,,11.10,,,67,,,1012.82,,,190,,,2.00,,,777700,,,487,,,290,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,09:00,802,1323,603,,,574,,,194,,,66654,,,50690,,,29592,,,6872,,,4,,,4,,,18.40,,,10.60,,,60,,,1012.82,,,210,,,3.00,,,777700,,,638,,,280,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,10:00,948,1323,621,,,475,,,249,,,59596,,,33610,,,32881,,,6724,,,5,,,5,,,19.00,,,12.50,,,66,,,1012.82,,,194,,,2.50,,,777700,,,1598,,,340,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,11:00,1055,1323,473,,,257,,,259,,,44343,,,16213,,,30280,,,6934,,,6,,,6,,,20.90,,,15.00,,,69,,,1012.83,,,200,,,2.00,,,777700,,,1101,,,430,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,12:00,1115,1323,332,,,109,,,239,,,34073,,,9591,,,25457,,,6059,,,5,,,5,,,21.60,,,15.10,,,67,,,1012.83,,,190,,,2.00,,,777700,,,1142,,,440,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,13:00,1124,1323,275,,,107,,,189,,,26935,,,8986,,,19498,,,3975,,,5,,,5,,,22.60,,,15.40,,,64,,,1012.83,,,160,,,3.00,,,777700,,,1228,,,450,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,14:00,1083,1323,197,,,95,,,124,,,18983,,,6416,,,14277,,,3040,,,5,,,5,,,22.40,,,14.90,,,63,,,1012.83,,,170,,,3.00,,,777700,,,1248,,,430,,,0.2200,,,0.190,,,0.3,0,,
07/20/2015,15:00,992,1323,127,,,46,,,99,,,14785,,,5198,,,12409,,,2604,,,5,,,5,,,21.50,,,14.70,,,65,,,1012.83,,,190,,,3.00,,,777700,,,1410,,,420,,,0.2200,,,0.190,,,1.7,0,,
07/20/2015,16:00,860,1323,119,,,67,,,84,,,12080,,,4725,,,10544,,,2295,,,6,,,6,,,20.40,,,14.60,,,69,,,1012.83,,,190,,,3.00,,,777700,,,603,,,420,,,0.2200,,,0.190,,,0.1,0,,
07/20/2015,17:00,695,1323,77,,,37,,,61,,,7075,,,1685,,,6727,,,1986,,,7,,,7,,,19.50,,,16.00,,,80,,,1012.82,,,210,,,2.00,,,777700,,,453,,,480,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,18:00,507,1323,32,,,2,,,32,,,2962,,,127,,,2927,,,1280,,,10,,,10,,,18.80,,,17.90,,,95,,,1012.82,,,190,,,2.00,,,777700,,,443,,,580,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,19:00,311,1323,13,,,2,,,12,,,817,,,85,,,817,,,448,,,10,,,10,,,19.20,,,18.20,,,94,,,1012.82,,,180,,,1.00,,,777700,,,355,,,600,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,20:00,118,1323,2,,,0,,,2,,,80,,,0,,,80,,,34,,,10,,,10,,,19.40,,,18.60,,,95,,,1012.82,,,190,,,2.00,,,777700,,,402,,,620,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,21:00,0,892,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,19.40,,,18.90,,,97,,,1012.82,,,180,,,2.00,,,777700,,,398,,,640,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,19.60,,,19.10,,,97,,,1012.82,,,190,,,2.00,,,777700,,,416,,,650,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,19.80,,,19.20,,,96,,,1012.83,,,200,,,2.00,,,777700,,,450,,,660,,,0.2200,,,0.190,,,0.0,0,,
07/20/2015,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,20.00,,,18.70,,,92,,,1012.83,,,220,,,3.00,,,777700,,,449,,,630,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,20.30,,,18.30,,,88,,,1012.83,,,220,,,3.00,,,777700,,,457,,,600,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,19.70,,,18.40,,,92,,,1012.83,,,190,,,2.00,,,777700,,,494,,,610,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,20.20,,,18.30,,,89,,,1012.83,,,210,,,3.00,,,777700,,,493,,,600,,,0.2200,,,0.190,,,0.1,0,,
07/21/2015,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,20.50,,,18.40,,,88,,,1012.83,,,220,,,4.00,,,777700,,,425,,,610,,,0.2200,,,0.190,,,0.1,0,,
07/21/2015,05:00,47,372,49,,,55,,,35,,,10849,,,9900,,,9427,,,6536,,,8,,,8,,,20.50,,,17.70,,,84,,,1012.83,,,230,,,5.00,,,777700,,,386,,,570,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,06:00,234,1323,124,,,146,,,74,,,22683,,,22924,,,14483,,,7711,,,8,,,8,,,19.00,,,15.60,,,81,,,1012.82,,,260,,,6.00,,,777700,,,415,,,460,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,07:00,431,1323,260,,,307,,,107,,,40261,,,40029,,,18854,,,7331,,,7,,,7,,,19.20,,,15.30,,,78,,,1012.82,,,255,,,6.00,,,777700,,,418,,,450,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,08:00,624,1323,440,,,491,,,142,,,59128,,,55364,,,22127,,,6404,,,7,,,7,,,19.50,,,15.00,,,75,,,1012.82,,,250,,,6.00,,,777700,,,434,,,430,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,09:00,799,1323,608,,,623,,,163,,,73997,,,65531,,,23764,,,5354,,,6,,,6,,,18.90,,,14.10,,,74,,,1012.82,,,270,,,6.00,,,777700,,,628,,,400,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,10:00,945,1323,733,,,708,,,174,,,83311,,,72158,,,23328,,,4319,,,4,,,4,,,20.70,,,13.10,,,62,,,1012.83,,,250,,,5.00,,,777700,,,732,,,360,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,11:00,1052,1323,803,,,773,,,158,,,87156,,,74896,,,21767,,,3507,,,4,,,4,,,21.00,,,12.10,,,57,,,1012.83,,,270,,,5.00,,,777700,,,854,,,320,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,12:00,1113,1323,811,,,788,,,147,,,84026,,,73382,,,20880,,,3129,,,3,,,3,,,22.60,,,13.30,,,56,,,1012.83,,,250,,,5.00,,,777700,,,987,,,360,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,13:00,1122,1323,752,,,749,,,144,,,75602,,,69369,,,20482,,,3128,,,2,,,2,,,23.10,,,11.20,,,47,,,1012.83,,,260,,,5.00,,,777700,,,1185,,,290,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,14:00,1080,1323,655,,,689,,,141,,,64827,,,63587,,,20770,,,3527,,,2,,,2,,,24.00,,,12.40,,,48,,,1012.83,,,260,,,4.00,,,777700,,,1434,,,330,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,15:00,990,1323,541,,,610,,,147,,,53211,,,61045,,,18633,,,3732,,,2,,,2,,,24.30,,,11.60,,,45,,,1012.83,,,240,,,6.00,,,777700,,,1555,,,310,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,16:00,858,1323,428,,,600,,,118,,,40364,,,60957,,,13659,,,3471,,,2,,,2,,,24.60,,,12.60,,,47,,,1012.83,,,240,,,6.00,,,777700,,,1709,,,340,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,17:00,692,1323,302,,,573,,,83,,,25379,,,51529,,,9350,,,3245,,,3,,,3,,,25.00,,,14.30,,,51,,,1012.83,,,240,,,6.00,,,777700,,,1909,,,400,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,18:00,504,1323,158,,,409,,,55,,,11453,,,28972,,,5432,,,2627,,,3,,,3,,,24.00,,,14.30,,,55,,,1012.83,,,240,,,4.00,,,777700,,,1506,,,400,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,19:00,308,1323,48,,,142,,,24,,,2951,,,7526,,,1881,,,1111,,,4,,,4,,,22.10,,,14.20,,,61,,,1012.83,,,360,,,1.00,,,777700,,,1555,,,400,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,20:00,115,1323,5,,,0,,,4,,,268,,,0,,,189,,,79,,,5,,,5,,,20.70,,,13.30,,,63,,,1012.83,,,320,,,1.00,,,777700,,,1106,,,360,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,21:00,0,866,0,,,0,,,0,,,0,,,0,,,0,,,0,,,5,,,8,,,17.00,,,14.20,,,84,,,1012.82,,,281,,,0.00,,,777700,,,1399,,,400,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,9,,,15.30,,,13.40,,,88,,,1012.82,,,263,,,0.50,,,777700,,,1376,,,370,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,16.10,,,13.90,,,87,,,1012.82,,,200,,,1.00,,,777700,,,1370,,,390,,,0.2200,,,0.190,,,0.0,0,,
07/21/2015,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,7,,,7,,,18.20,,,14.00,,,76,,,1012.82,,,220,,,2.00,,,777700,,,1274,,,390,,,0.2200,,,0.190,,,0.0,0,,
07/22/2015,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,15.90,,,14.20,,,90,,,1012.82,,,230,,,1.00,,,777700,,,1306,,,400,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,16.10,,,13.60,,,85,,,1012.82,,,220,,,2.00,,,777700,,,1375,,,380,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,16.40,,,13.30,,,82,,,1012.82,,,220,,,2.00,,,777700,,,1471,,,370,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,04:00,0,0,26,,,0,,,14,,,7434,,,23704,,,3881,,,3972,,,8,,,8,,,15.90,,,13.10,,,83,,,1012.82,,,220,,,2.00,,,777700,,,1526,,,360,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,05:00,43,341,107,,,330,,,43,,,19029,,,43365,,,7688,,,6281,,,7,,,8,,,15.70,,,13.40,,,86,,,1012.82,,,220,,,3.00,,,777700,,,1593,,,370,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,06:00,231,1323,238,,,497,,,73,,,34400,,,59430,,,10824,,,6126,,,1,,,8,,,16.20,,,13.70,,,85,,,1012.82,,,230,,,3.00,,,777700,,,1721,,,380,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,07:00,428,1323,391,,,636,,,92,,,50222,,,70088,,,13464,,,5041,,,1,,,8,,,17.30,,,14.60,,,84,,,1012.82,,,230,,,4.00,,,777700,,,77777,,,420,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,08:00,621,1323,531,,,700,,,113,,,61739,,,67191,,,18450,,,4950,,,0,,,7,,,18.90,,,15.00,,,78,,,1012.82,,,250,,,4.00,,,777700,,,3868,,,430,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,09:00,797,1323,581,,,616,,,150,,,63935,,,51511,,,24632,,,5402,,,6,,,6,,,20.50,,,15.80,,,74,,,1012.83,,,240,,,4.00,,,777700,,,737,,,470,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,10:00,943,1323,556,,,463,,,193,,,61083,,,38211,,,28167,,,5546,,,5,,,5,,,21.40,,,15.30,,,68,,,1012.83,,,220,,,3.00,,,777700,,,858,,,440,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,11:00,1050,1323,545,,,382,,,228,,,54835,,,27225,,,30220,,,6237,,,4,,,4,,,22.00,,,14.30,,,62,,,1012.83,,,230,,,5.00,,,777700,,,1035,,,400,,,0.2190,,,0.190,,,0.1,0,,
07/22/2015,12:00,1110,1323,452,,,226,,,261,,,45210,,,15821,,,31560,,,6706,,,5,,,5,,,21.90,,,14.60,,,63,,,1012.83,,,250,,,4.00,,,777700,,,1088,,,410,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,13:00,1120,1323,370,,,131,,,265,,,41686,,,14375,,,30449,,,6413,,,4,,,4,,,22.00,,,14.50,,,62,,,1012.83,,,270,,,3.00,,,777700,,,1198,,,410,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,14:00,1078,1323,381,,,194,,,239,,,39480,,,17351,,,27481,,,5707,,,5,,,5,,,22.30,,,15.20,,,64,,,1012.83,,,290,,,4.00,,,777700,,,1295,,,440,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,15:00,988,1323,324,,,190,,,201,,,31977,,,16886,,,22865,,,4864,,,4,,,4,,,21.30,,,13.10,,,59,,,1012.83,,,280,,,5.00,,,777700,,,1197,,,360,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,16:00,856,1323,239,,,172,,,151,,,24476,,,20259,,,17655,,,4485,,,3,,,3,,,21.70,,,11.60,,,53,,,1012.83,,,290,,,5.00,,,777700,,,1297,,,310,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,17:00,690,1323,184,,,238,,,99,,,18238,,,28225,,,11635,,,4004,,,3,,,3,,,21.20,,,11.80,,,55,,,1012.83,,,290,,,3.00,,,777700,,,1276,,,310,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,18:00,502,1323,125,,,304,,,56,,,10311,,,24250,,,5534,,,2765,,,4,,,4,,,20.30,,,11.70,,,58,,,1012.83,,,290,,,3.00,,,777700,,,1327,,,310,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,19:00,304,1323,49,,,155,,,23,,,2957,,,8138,,,1784,,,1055,,,3,,,3,,,20.60,,,11.50,,,56,,,1012.83,,,280,,,3.00,,,777700,,,1318,,,300,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,20:00,111,1323,5,,,0,,,3,,,241,,,0,,,162,,,66,,,6,,,6,,,19.00,,,13.20,,,69,,,1012.82,,,280,,,1.00,,,777700,,,1520,,,360,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,21:00,0,839,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,15.50,,,13.80,,,90,,,1012.82,,,293,,,0.00,,,777700,,,1303,,,390,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,14.30,,,13.60,,,96,,,1012.82,,,267,,,0.00,,,777700,,,1339,,,380,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,10,,,10,,,13.60,,,13.30,,,98,,,1012.82,,,240,,,1.00,,,777700,,,1235,,,370,,,0.2190,,,0.190,,,0.0,0,,
07/22/2015,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,13.80,,,11.90,,,88,,,1012.82,,,220,,,2.00,,,777700,,,1061,,,320,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,15.20,,,11.90,,,81,,,1012.82,,,210,,,2.00,,,777700,,,932,,,320,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,15.20,,,12.10,,,82,,,1012.82,,,220,,,3.00,,,777700,,,621,,,330,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,15.00,,,13.00,,,88,,,1012.82,,,230,,,3.00,,,777700,,,457,,,360,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,14.70,,,13.30,,,91,,,1012.82,,,240,,,3.00,,,777700,,,389,,,370,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,05:00,39,310,89,,,250,,,44,,,17540,,,33451,,,8296,,,7202,,,9,,,9,,,14.50,,,13.20,,,92,,,1012.82,,,240,,,3.00,,,777700,,,327,,,360,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,06:00,227,1324,210,,,384,,,80,,,33074,,,47810,,,12422,,,7945,,,9,,,9,,,14.80,,,13.40,,,91,,,1012.82,,,240,,,3.00,,,777700,,,295,,,370,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,07:00,425,1324,353,,,523,,,107,,,48889,,,60088,,,15075,,,6637,,,9,,,9,,,16.00,,,13.90,,,88,,,1012.82,,,287,,,3.00,,,777700,,,305,,,390,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,08:00,618,1324,499,,,628,,,121,,,61085,,,66337,,,16924,,,5170,,,8,,,8,,,17.20,,,14.50,,,84,,,1012.82,,,280,,,3.00,,,777700,,,456,,,410,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,09:00,794,1324,594,,,655,,,134,,,68448,,,65412,,,19569,,,4410,,,6,,,6,,,17.30,,,12.30,,,72,,,1012.82,,,290,,,4.00,,,777700,,,569,,,330,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,10:00,940,1324,651,,,641,,,147,,,74137,,,63739,,,22284,,,4154,,,5,,,5,,,18.90,,,12.70,,,67,,,1012.82,,,260,,,4.00,,,777700,,,714,,,340,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,11:00,1048,1324,717,,,661,,,169,,,72573,,,55425,,,25652,,,4360,,,4,,,4,,,18.20,,,10.00,,,59,,,1012.82,,,270,,,4.00,,,777700,,,990,,,260,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,12:00,1108,1324,640,,,509,,,213,,,66527,,,46967,,,27027,,,4521,,,4,,,4,,,19.80,,,11.30,,,58,,,1012.83,,,280,,,3.00,,,777700,,,1140,,,300,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,13:00,1118,1324,604,,,507,,,199,,,62780,,,46817,,,25464,,,4323,,,2,,,2,,,19.90,,,8.90,,,49,,,1012.83,,,280,,,4.00,,,777700,,,1360,,,240,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,14:00,1076,1324,559,,,495,,,186,,,53498,,,39890,,,25388,,,4629,,,2,,,2,,,20.60,,,9.30,,,48,,,1012.83,,,280,,,4.00,,,777700,,,1416,,,240,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,15:00,986,1324,415,,,351,,,192,,,42065,,,32751,,,23951,,,5010,,,3,,,3,,,20.50,,,10.00,,,51,,,1012.83,,,290,,,4.00,,,777700,,,1637,,,260,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,16:00,853,1324,331,,,332,,,158,,,32713,,,33850,,,19575,,,5085,,,2,,,2,,,20.00,,,9.40,,,50,,,1012.83,,,300,,,3.00,,,777700,,,1741,,,250,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,17:00,687,1324,240,,,348,,,114,,,21637,,,36442,,,12735,,,4363,,,3,,,3,,,20.00,,,10.00,,,53,,,1012.83,,,310,,,3.00,,,777700,,,2148,,,260,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,18:00,499,1324,146,,,360,,,62,,,10701,,,26962,,,5877,,,2842,,,3,,,3,,,20.30,,,11.20,,,56,,,1012.83,,,320,,,2.00,,,777700,,,2099,,,300,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,19:00,301,1324,49,,,159,,,24,,,2958,,,8268,,,1854,,,1110,,,3,,,3,,,19.50,,,9.60,,,53,,,1012.82,,,360,,,2.00,,,777700,,,2170,,,250,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,20:00,108,1324,4,,,0,,,3,,,214,,,0,,,162,,,66,,,4,,,4,,,18.10,,,9.40,,,57,,,1012.82,,,30,,,1.00,,,777700,,,1998,,,250,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,21:00,0,811,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,13.90,,,11.20,,,84,,,1012.82,,,13,,,0.00,,,777700,,,1798,,,300,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,22:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,13.60,,,11.60,,,88,,,1012.82,,,22,,,0.00,,,777700,,,1491,,,310,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,23:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,13.70,,,12.00,,,89,,,1012.82,,,40,,,1.00,,,777700,,,1424,,,320,,,0.2190,,,0.190,,,0.0,0,,
07/23/2015,24:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,13.90,,,12.10,,,89,,,1012.82,,,360,,,1.00,,,777700,,,1384,,,330,,,0.2190,,,0.190,,,0.0,0,,
07/24/2015,01:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,13.40,,,12.00,,,91,,,1012.82,,,67,,,1.00,,,777700,,,1350,,,320,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,02:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,8,,,8,,,14.20,,,11.70,,,85,,,1012.82,,,50,,,1.00,,,777700,,,1344,,,310,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,03:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,14.00,,,11.90,,,87,,,1012.82,,,70,,,1.00,,,777700,,,1347,,,320,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,04:00,0,0,0,,,0,,,0,,,0,,,0,,,0,,,0,,,9,,,9,,,13.70,,,12.00,,,89,,,1012.82,,,40,,,1.00,,,777700,,,1352,,,320,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,05:00,35,277,43,,,30,,,36,,,11044,,,5640,,,9740,,,6752,,,9,,,9,,,13.50,,,11.70,,,89,,,1012.82,,,60,,,1.00,,,777700,,,1355,,,310,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,06:00,223,1324,132,,,88,,,102,,,23274,,,14880,,,17370,,,9507,,,9,,,9,,,13.90,,,12.00,,,88,,,1012.82,,,60,,,2.00,,,777700,,,1352,,,320,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,07:00,421,1324,252,,,222,,,142,,,37266,,,31260,,,20879,,,8666,,,8,,,8,,,14.90,,,12.10,,,83,,,1012.82,,,90,,,2.00,,,777700,,,1350,,,330,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,08:00,615,1324,393,,,408,,,145,,,50953,,,45404,,,22263,,,6604,,,7,,,7,,,16.30,,,12.20,,,77,,,1012.82,,,90,,,2.00,,,777700,,,1371,,,330,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,09:00,791,1324,519,,,501,,,166,,,58149,,,44004,,,25792,,,5828,,,6,,,6,,,18.00,,,13.20,,,74,,,1012.82,,,80,,,3.00,,,777700,,,1455,,,360,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,10:00,938,1324,525,,,413,,,204,,,56949,,,32855,,,30233,,,6062,,,5,,,5,,,20.00,,,13.90,,,68,,,1012.83,,,80,,,2.00,,,777700,,,1429,,,390,,,0.2180,,,0.190,,,0.0,0,,
07/24/2015,11:00,1045,1324,506,,,300,,,257,,,47557,,,20771,,,29871,,,6177,,,4,,,4,,,22.10,,,13.50,,,58,,,1012.83,,,123,,,2.00,,,777700,,,1291,,,370,,,0.2180,,,0.190,,,0.1,0,,
07/24/2015,12:00,1106,1324,360,,,157,,,228,,,35996,,,12189,,,25650,,,5558,,,3,,,3,,,22.90,,,13.20,,,54,,,1012.83,,,100,,,2.00,,,777700,,,1517,,,360,,,0.2180,,,0.190,,,0.1,0,,
07/24/2015,13:00,1116,1324,286,,,109,,,200,,,33628,,,11927,,,24282,,,5341,,,2,,,2,,,22.70,,,11.40,,,49,,,1012.83,,,100,,,3.00,,,777700,,,1583,,,300,,,0.2180,,,0.190,,,0.2,0,,
07/24/2015,14:00,1074,1324,315,,,148,,,204,,,30003,,,10642,,,22387,,,5104,,,2,,,2,,,23.50,,,11.60,,,47,,,1012.83,,,180,,,2.00,,,777700,,,1694,,,310,,,0.2180,,,0.190,,,0.2,0,,
