,global,direct,diffuse,reflectance,resolution,doy
105,3874.3667,2555.2397,1319.1023,0.024631485,1m,106
106,3903.9521,2576.9138,1327.0134,0.024817025,1m,107
107,3933.0679,2598.2976,1334.7452,0.024999594,1m,108
108,3961.71,2619.3857,1342.2991,0.025179164,1m,109
109,3989.875,2640.1733,1349.6764,0.025355717,1m,110
110,4017.5593,2660.655,1356.8788,0.025529232,1m,111
111,4253.196,2889.4946,1363.6741,0.027026482,1m,112
112,4260.298,2889.7107,1370.5602,0.027068071,1m,113
113,4288.566,2911.288,1377.2505,0.02724516,1m,114
114,4316.314,2932.5137,1383.7727,0.02741897,1m,115
115,4343.54,2953.3838,1390.1285,0.027589483,1m,116
116,4370.242,2973.8943,1396.32,0.027756691,1m,117
117,4596.5386,3182.47,1414.0394,0.029193196,1m,118
118,4847.067,3426.37,1420.6658,0.03079055,1m,119
119,4882.994,3458.1414,1424.8219,0.03103045,1m,120
120,5106.21,3554.9512,1551.2263,0.032442123,1m,121
121,5136.814,3579.0332,1557.7483,0.032636918,1m,122
122,5166.427,3601.9246,1564.4694,0.032824084,1m,123
123,5198.637,3624.4614,1574.1431,0.033007786,1m,124
124,5227.272,3646.603,1580.6359,0.033187818,1m,125
125,5255.304,3668.3313,1586.9396,0.03336409,1m,126
126,5282.734,3689.6453,1593.0549,0.033536606,1m,127
127,5053.923,3454.6653,1599.2253,0.03208012,1m,128
128,5078.6626,3473.6653,1604.965,0.032235865,1m,129
129,5102.8325,3492.279,1610.5209,0.03238807,1m,130
130,5225.8916,3609.9456,1615.9128,0.0331638,1m,131
131,5049.073,3427.7764,1621.2646,0.03204054,1m,132
132,4808.8867,3182.3303,1626.5261,0.03051253,1m,133
133,4594.03,2962.4463,1631.5543,0.029147686,1m,134
134,4623.6104,2976.6877,1646.8934,0.02933475,1m,135
135,4405.0093,2752.4653,1652.5157,0.02794609,1m,136
136,4422.5044,2764.7283,1657.748,0.028056914,1m,137
137,4439.51,2776.6917,1662.7896,0.028164685,1m,138
138,4456.023,2788.351,1667.6434,0.02826939,1m,139
139,4472.0425,2799.7017,1672.3123,0.028371014,1m,140
140,4487.5664,2810.7393,1676.7988,0.02846954,1m,141
141,4502.5938,2821.4592,1681.1061,0.028564958,1m,142
142,4791.2715,3106.2136,1685.0275,0.030397985,1m,143
143,4806.2583,3117.2466,1688.981,0.030493125,1m,144
144,4815.305,3116.6917,1698.5828,0.03051741,1m,145
145,4490.7803,2788.0518,1702.7001,0.028452855,1m,146
146,4503.0786,2796.689,1706.3611,0.028529871,1m,147
147,4514.872,2804.9893,1709.8541,0.02860373,1m,148
148,4526.1606,2812.9512,1713.1809,0.028674433,1m,149
149,4724.8125,3008.5098,1716.2728,0.02993082,1m,150
150,4735.8584,3016.5552,1719.2731,0.029999997,1m,151
151,4742.1904,3064.9343,1677.226,0.03004034,1m,152
152,4752.125,3072.289,1679.8058,0.030102558,1m,153
153,4761.5205,3079.2576,1682.2329,0.030161403,1m,154
154,4770.3774,3085.8384,1684.5087,0.030216875,1m,155
155,4778.695,3092.03,1686.6346,0.03026897,1m,156
156,4786.4736,3097.8315,1688.612,0.030317694,1m,157
157,5053.97,3363.654,1690.2838,0.032013573,1m,158
158,5061.118,3369.117,1691.9691,0.03205833,1m,159
159,5133.621,3439.9277,1693.661,0.03251002,1m,160
160,5140.02,3444.9287,1695.0585,0.03255007,1m,161
161,5145.8115,3449.4656,1696.3134,0.03258632,1m,162
162,5161.6846,3453.7605,1707.8912,0.03268624,1m,163
163,5166.528,3457.3972,1709.0978,0.032716595,1m,164
164,4971.9565,3261.7302,1710.195,0.03148572,1m,165
165,4975.3076,3264.208,1711.0679,0.031506717,1m,166
166,4978.0596,3266.253,1711.7753,0.031523958,1m,167
167,4980.214,3267.8643,1712.3179,0.031537447,1m,168
168,4981.77,3269.0422,1712.6963,0.03154718,1m,169
169,4982.729,3269.7864,1712.9111,0.031553164,1m,170
170,4983.0913,3270.097,1712.9628,0.031555403,1m,171
171,4982.858,3269.9744,1712.8517,0.0315539,1m,172
172,4982.029,3269.419,1712.578,0.03154866,1m,173
173,4980.605,3268.4312,1712.1421,0.031539686,1m,174
174,4978.5874,3267.012,1711.5438,0.031526983,1m,175
175,4975.9766,3265.1619,1710.7834,0.031510554,1m,176
176,4972.7744,3262.8818,1709.8608,0.03149041,1m,177
177,4968.9805,3260.1733,1708.7758,0.031466562,1m,178
178,4964.597,3257.0376,1707.5281,0.031439006,1m,179
179,5157.8594,3451.7668,1706.0597,0.032661565,1m,180
180,5151.9707,3447.4526,1704.4854,0.032624573,1m,181
181,5134.95,3442.474,1692.4434,0.03251735,1m,182
182,5128.1284,3437.278,1690.8179,0.03247456,1m,183
183,5120.716,3431.6292,1689.0544,0.032428063,1m,184
184,5112.714,3425.529,1687.1523,0.032377873,1m,185
185,5039.097,3354.1042,1684.9609,0.031919103,1m,186
186,5030.414,3347.602,1682.7802,0.031864643,1m,187
187,4762.7383,3082.09,1680.6179,0.030167622,1m,188
188,4753.5454,3075.3596,1678.1555,0.030109957,1m,189
189,4743.835,3068.255,1675.5504,0.030049056,1m,190
190,4733.609,3060.7776,1672.8015,0.029984923,1m,191
191,4722.868,3052.9302,1669.908,0.029917568,1m,192
192,4711.6133,3044.7148,1666.8684,0.029846998,1m,193
193,4699.8457,3036.134,1663.6819,0.02977322,1m,194
194,4687.5664,3027.19,1660.347,0.029696245,1m,195
195,4486.095,2829.1333,1656.9337,0.028421996,1m,196
196,4473.693,2820.3647,1653.3,0.028344247,1m,197
197,4460.817,2811.2744,1649.5144,0.028263537,1m,198
198,4447.4688,2801.865,1645.5757,0.028179873,1m,199
199,4769.3477,3131.1274,1638.1898,0.030246785,1m,200
200,4762.4087,3131.077,1631.3019,0.030217001,1m,201
201,4746.386,3119.2397,1627.1162,0.030115297,1m,202
202,4455.47,2832.4644,1622.9774,0.02826805,1m,203
203,4439.546,2821.045,1618.4728,0.028166944,1m,204
204,4423.163,2809.3298,1613.8054,0.028062973,1m,205
205,4406.325,2797.324,1608.9731,0.027956158,1m,206
206,4389.0337,2785.0322,1603.9735,0.027846515,1m,207
207,4371.2915,2772.46,1598.804,0.027734067,1m,208
208,4591.888,2998.5881,1593.271,0.029135218,1m,209
209,4571.9473,2984.166,1587.7524,0.029009063,1m,210
210,4541.946,2969.3713,1572.5455,0.028819319,1m,211
211,4756.9766,3189.5154,1567.4312,0.030185279,1m,212
212,4983.3896,3297.5386,1685.8197,0.03162032,1m,213
213,5150.704,3470.8691,1679.8024,0.032683372,1m,214
214,5032.6577,3358.876,1673.7501,0.03193922,1m,215
215,5007.81,3340.2417,1667.5363,0.031782735,1m,216
216,4982.436,3321.2622,1661.1423,0.03162298,1m,217
217,5200.399,3546.0483,1654.3176,0.03301063,1m,218
218,5172.4277,3524.8389,1647.5559,0.03283468,1m,219
219,5143.902,3503.259,1640.61,0.032655273,1m,220
220,5114.8223,3481.3105,1633.4794,0.032472413,1m,221
221,5082.4883,3459.0222,1623.4337,0.03228625,1m,222
222,5052.5176,3436.4102,1616.0752,0.032096855,1m,223
223,5021.682,3412.8044,1608.846,0.031900927,1m,224
224,4786.582,3185.2822,1601.2697,0.030406928,1m,225
225,4751.895,3156.6328,1595.2322,0.030177353,1m,226
226,4514.653,2927.4006,1587.2233,0.02866496,1m,227
227,4306.9624,2737.588,1569.3473,0.02734685,1m,228
228,4279.7812,2717.8547,1561.8995,0.027176455,1m,229
229,4252.1157,2697.812,1554.2766,0.027003001,1m,230
230,4223.9673,2677.4639,1546.4768,0.026826503,1m,231
231,4195.3394,2656.8145,1538.4983,0.026646972,1m,232
232,4186.947,2656.6099,1530.31,0.026596993,1m,233
233,3969.9573,2447.7183,1522.2139,0.025218105,1m,234
234,3941.9077,2428.1912,1513.6917,0.02504213,1m,235
235,3913.4124,2408.4036,1504.9839,0.024863333,1m,236
236,3884.474,2388.36,1496.0892,0.024681734,1m,237
237,3855.0964,2368.0657,1487.0062,0.024497354,1m,238
238,3825.2827,2347.525,1477.7335,0.024310213,1m,239
239,3795.0369,2326.7432,1468.2695,0.024120335,1m,240
240,3764.3635,2305.7263,1458.6132,0.023927746,1m,241
241,3708.3242,2259.551,1448.7496,0.02357547,1m,242
242,3678.1487,2239.4185,1438.7069,0.02338594,1m,243
243,3631.0784,2635.248,995.8073,0.023113616,1m,244
244,3772.4817,2782.4482,990.00946,0.02401839,1m,245
245,3741.867,2757.5474,984.2957,0.023826424,1m,246
246,3710.858,2732.374,978.46027,0.023631956,1m,247
247,3806.2224,2833.86,972.338,0.024243282,1m,248
248,3548.6294,2582.0642,966.54266,0.022601984,1m,249
249,3516.6277,2556.267,960.338,0.022401178,1m,250
250,3484.2644,2530.2332,954.0088,0.022198075,1m,251
251,3636.4873,2689.1807,947.28345,0.02317487,1m,252
252,3600.8052,2660.0813,940.70087,0.022950877,1m,253
253,3418.1523,2483.9072,934.2235,0.02178732,1m,254
254,3274.7136,2347.1208,927.572,0.020874368,1m,255
255,3243.0493,2322.4126,920.61615,0.020675523,1m,256
256,3211.0667,2297.5122,913.53394,0.020474646,1m,257
257,3178.7725,2272.4268,906.3254,0.020271784,1m,258
258,3135.0476,2247.1633,887.86414,0.01999676,1m,259
259,3103.2527,2221.73,881.5031,0.019797007,1m,260
260,3071.18,2196.1338,875.0266,0.019595474,1m,261
261,3038.8372,2170.383,868.4348,0.019392215,1m,262
262,3006.2332,2144.4858,861.728,0.01918728,1m,263
263,2973.3765,2118.4507,854.9068,0.018980728,1m,264
264,2940.2761,2092.286,847.9716,0.018772611,1m,265
265,2906.942,2066.0002,840.92316,0.018562991,1m,266
266,2873.3833,2039.6028,833.7622,0.018351927,1m,267
267,2839.6104,2013.1025,826.48975,0.018139483,1m,268
268,2805.6338,1986.509,819.10675,0.017925723,1m,269
269,2771.4639,1959.8317,811.61444,0.017710714,1m,270
270,2574.4993,1770.1049,804.3779,0.016448913,1m,271
271,2750.373,1954.1003,796.255,0.017583262,1m,272
272,2715.5615,1927.1014,788.4427,0.01736413,1m,273
273,2665.0312,1867.6198,797.3944,0.017042806,1m,274
274,2630.9497,1840.7524,790.1804,0.016828181,1m,275
275,2653.3633,1870.6947,782.6514,0.016979175,1m,276
276,2616.7983,1841.5367,775.2448,0.01674878,1m,277
277,2605.4,1837.7877,767.59546,0.016682606,1m,278
278,2566.9692,1806.9476,760.00525,0.016440293,1m,279
279,2506.7295,1754.2367,752.47687,0.016054995,1m,280
280,2424.3445,1679.3945,744.93445,0.015526348,1m,281
281,2389.6807,1652.5782,737.08716,0.015307802,1m,282
282,2354.9883,1625.814,729.1592,0.015089038,1m,283
283,2320.2812,1599.113,721.1534,0.014870145,1m,284
284,2285.5745,1572.4869,713.07275,0.0146512175,1m,285
285,2250.8826,1545.9474,704.92065,0.0144323455,1m,286
286,2355.096,1658.8248,696.2561,0.015112172,1m,287
287,2375.5632,1687.8722,687.6757,0.015253606,1m,288
288,2325.012,1656.6198,668.37726,0.014934444,1m,289
289,2286.659,1625.5499,661.09424,0.014692216,1m,290
290,2248.4504,1594.6771,653.7589,0.014450853,1m,291
291,2210.4045,1564.0156,646.3748,0.014210466,1m,292
292,2172.5396,1533.5798,638.9457,0.013971172,1m,293
293,2134.8733,1503.3843,631.47534,0.013733084,1m,294
294,2097.4246,1473.4431,623.96783,0.01349632,1m,295
295,2060.2112,1443.7706,616.42725,0.013260994,1m,296
296,2023.2518,1414.3809,608.8579,0.013027223,1m,297
297,1986.5648,1385.2878,601.26416,0.012795123,1m,298
298,1950.1687,1356.5056,593.6506,0.012564812,1m,299
299,1914.0818,1328.0479,586.02167,0.012336405,1m,300
300,1878.3225,1299.9281,578.3823,0.01211002,1m,301
301,1842.9089,1272.1598,570.7373,0.011885772,1m,302
302,1807.8594,1244.7561,563.0916,0.011663777,1m,303
303,1761.8079,1217.73,544.06647,0.0113723045,1m,304
304,1666.9572,1013.4135,653.5329,0.010740633,1m,305
305,1634.6547,989.64325,645.0009,0.01053561,1m,306
306,1568.6633,931.82837,636.82477,0.010106451,1m,307
307,1538.7985,910.4487,628.33984,0.009916902,1m,308
308,1509.3534,889.4548,619.88885,0.009729973,1m,309
309,1480.3428,868.85504,611.4783,0.009545761,1m,310
310,1451.7814,848.65765,603.1144,0.009364359,1m,311
311,1420.405,828.87036,591.52545,0.009185858,1m,312
312,1393.0,809.50024,583.49066,0.009010348,1m,313
313,1366.0759,790.5542,575.5129,0.008837914,1m,314
314,1339.6456,772.0384,567.5986,0.008668642,1m,315
315,1313.7216,753.9585,559.7546,0.00850261,1m,316
316,1288.3158,736.3198,551.98755,0.008339899,1m,317
317,1263.4396,719.12695,544.3044,0.008180582,1m,318
318,1239.1039,702.38403,536.71185,0.00802473,1m,319
319,1215.3195,686.09454,529.217,0.007872412,1m,320
320,1181.3201,670.2615,511.05093,0.0076556834,1m,321
321,1159.6609,654.88727,504.76614,0.007516892,1m,322
322,1138.5623,639.9738,498.58102,0.007381695,1m,323
323,1118.0317,625.5225,492.50195,0.0072501414,1m,324
324,1098.0769,611.5344,486.53534,0.007122277,1m,325
325,1078.7046,598.0099,480.68768,0.006998144,1m,326
326,1059.9215,584.9493,474.96536,0.006877783,1m,327
327,1041.734,572.35236,469.37485,0.006761232,1m,328
328,1024.148,560.2189,463.9225,0.0066485256,1m,329
329,1007.1695,548.54834,458.61462,0.006539698,1m,330
330,990.80414,537.3402,453.4575,0.0064347824,1m,331
331,975.05743,526.594,448.45712,0.00633381,1m,332
332,959.93646,516.3162,443.614,0.006236874,1m,333
333,945.44434,506.50504,438.93314,0.006144002,1m,334
334,1000.15936,683.2565,316.89633,0.0065471525,1m,335
335,986.41516,672.31036,314.09833,0.0064591267,1m,336
336,973.33295,661.91046,311.4161,0.0063753393,1m,337
337,960.916,652.0567,308.85303,0.006295813,1m,338
338,949.16754,642.7489,306.4124,0.006220567,1m,339
339,938.09045,633.9869,304.09738,0.006149621,1m,340
340,927.68744,625.7703,301.911,0.0060829925,1m,341
341,918.9218,618.1716,300.74426,0.0060169827,1m,342
342,909.9755,611.18066,298.7889,0.0059599616,1m,343
343,901.69965,604.7199,296.97382,0.0059072073,1m,344
344,894.09686,598.78986,295.30115,0.0058587394,1m,345
345,887.16974,593.391,293.77295,0.0058145756,1m,346
346,869.20465,588.5237,280.67523,0.0057007913,1m,347
347,863.8157,584.18835,279.62167,0.005666418,1m,348
348,859.0872,580.38525,278.69632,0.0056362576,1m,349
349,855.0207,577.1146,277.90042,0.00561032,1m,350
350,851.6175,574.3768,277.23508,0.005588614,1m,351
351,848.8787,572.17194,276.7012,0.005571149,1m,352
352,846.8055,570.50037,276.2996,0.005557931,1m,353
353,845.3986,569.36224,276.0308,0.0055489675,1m,354
354,844.6589,568.758,275.89532,0.0055442625,1m,355
355,844.5869,568.6879,275.89346,0.005543821,1m,356
356,845.1832,569.15234,276.02533,0.0055476455,1m,357
357,846.4481,570.1517,276.2909,0.0055557387,1m,358
358,848.38184,571.68634,276.68997,0.0055681015,1m,359
359,850.98456,573.7568,277.2222,0.0055847345,1m,360
360,854.25616,576.3635,277.88705,0.0056056366,1m,361
361,858.19653,579.507,278.68384,0.0056308056,1m,362
362,862.80524,583.1878,279.6118,0.0056602387,1m,363
363,868.0818,587.40625,280.66983,0.005693932,1m,364
364,885.86487,592.16296,293.69614,0.0058065983,1m,365
