WallSurface_S,WallSurface_W,WallSurface_N,WallSurface_E,RoofSurface,doy
485.027,217.73,173.984,279.348,327.463,348
583.66,247.058,195.606,318.911,386.648,349
497.962,213.553,171.024,282.728,323.072,350
499.227,214.088,171.516,280.69,327.252,351
460.882,205.251,164.692,265.968,309.762,352
441.827,198.584,171.049,276.252,327.173,353
515.006,213.07,171.56,291.109,328.938,354
519.528,212.494,169.99,289.096,327.105,355
461.315,197.091,160.04,267.928,302.122,356
454.979,190.713,153.337,251.047,288.758,357
438.063,190.47,153.473,251.003,283.723,358
455.308,191.78,153.63,251.946,288.405,359
536.67,213.244,170.666,292.771,330.81,360
559.448,230.351,185.514,311.058,362.438,361
432.437,184.473,151.319,257.13,283.428,362
540.252,219.268,176.149,297.851,342.235,363
588.059,237.579,191.936,325.119,378.972,364
556.598,230.286,186.612,314.417,363.862,365
